1.0
DISPOSAL - DRILLED
4.617971790000000037e+05 5.933011657999999821e+06 2.194699638325434066e+01 -9.990000000000000000e+02
4.617970380000000005e+05 5.933011900000000373e+06 2.176290281607181498e+01 -9.990000000000000000e+02
4.617968969999999972e+05 5.933012141999999993e+06 2.158314214068528258e+01 -9.990000000000000000e+02
4.617967559999999939e+05 5.933012383999999613e+06 2.140785186365148007e+01 -9.990000000000000000e+02
4.617966140000000014e+05 5.933012627000000328e+06 2.123449345313383674e+01 -9.990000000000000000e+02
4.617964729999999981e+05 5.933012868999999948e+06 2.106857191737977075e+01 -9.990000000000000000e+02
4.617963319999999949e+05 5.933013110999999568e+06 2.090742810075510505e+01 -9.990000000000000000e+02
4.617961909999999916e+05 5.933013353000000119e+06 2.075139558743398993e+01 -9.990000000000000000e+02
4.617960499999999884e+05 5.933013594999999739e+06 2.060040691969039983e+01 -9.990000000000000000e+02
4.617959089999999851e+05 5.933013837000000291e+06 2.045479355736013360e+01 -9.990000000000000000e+02
4.617957679999999818e+05 5.933014078999999911e+06 2.031448585298859300e+01 -9.990000000000000000e+02
4.617956269999999786e+05 5.933014321000000462e+06 2.017971302953861823e+01 -9.990000000000000000e+02
4.617954849999999860e+05 5.933014563000000082e+06 2.005080628919825259e+01 -9.990000000000000000e+02
4.617953439999999828e+05 5.933014805999999866e+06 1.992489981762424733e+01 -9.990000000000000000e+02
4.617952029999999795e+05 5.933015048000000417e+06 1.980751911395257281e+01 -9.990000000000000000e+02
4.617950619999999763e+05 5.933015290000000037e+06 1.969617881836903095e+01 -9.990000000000000000e+02
4.617949209999999730e+05 5.933015531999999657e+06 1.959100208945453403e+01 -9.990000000000000000e+02
4.617947800000000279e+05 5.933015774000000209e+06 1.949211079483759690e+01 -9.990000000000000000e+02
4.617946390000000247e+05 5.933016015999999829e+06 1.939962547656142533e+01 -9.990000000000000000e+02
4.617944980000000214e+05 5.933016258000000380e+06 1.931356534435987982e+01 -9.990000000000000000e+02
4.617943560000000289e+05 5.933016500000000000e+06 1.923443443762620575e+01 -9.990000000000000000e+02
4.617942150000000256e+05 5.933016742999999784e+06 1.915941188411302676e+01 -9.990000000000000000e+02
4.617940740000000224e+05 5.933016985000000335e+06 1.909365643678567892e+01 -9.990000000000000000e+02
4.617939330000000191e+05 5.933017226999999955e+06 1.903498954867668402e+01 -9.990000000000000000e+02
4.617937920000000158e+05 5.933017468999999575e+06 1.898332334011181644e+01 -9.990000000000000000e+02
4.617936510000000126e+05 5.933017711000000127e+06 1.893886844869145136e+01 -9.990000000000000000e+02
4.617935090000000200e+05 5.933017952999999747e+06 1.890190583744134756e+01 -9.990000000000000000e+02
4.617933680000000168e+05 5.933018195000000298e+06 1.887219691062308158e+01 -9.990000000000000000e+02
4.617932270000000135e+05 5.933018438000000082e+06 1.884787959026061088e+01 -9.990000000000000000e+02
4.617930860000000102e+05 5.933018679999999702e+06 1.883337649804185787e+01 -9.990000000000000000e+02
4.617929450000000070e+05 5.933018922000000253e+06 1.882651520968733649e+01 -9.990000000000000000e+02
4.617928040000000037e+05 5.933019163999999873e+06 1.882759696400397331e+01 -9.990000000000000000e+02
4.617926620000000112e+05 5.933019406000000425e+06 1.883667752641998305e+01 -9.990000000000000000e+02
4.617925210000000079e+05 5.933019648000000045e+06 1.885373973904913925e+01 -9.990000000000000000e+02
4.617923800000000047e+05 5.933019890999999829e+06 1.887690264614610669e+01 -9.990000000000000000e+02
4.617922390000000014e+05 5.933020133000000380e+06 1.891026876659638845e+01 -9.990000000000000000e+02
4.617920979999999981e+05 5.933020375000000000e+06 1.895205940709661263e+01 -9.990000000000000000e+02
4.617919560000000056e+05 5.933020616999999620e+06 1.900230786332527089e+01 -9.990000000000000000e+02
4.617918150000000023e+05 5.933020859000000171e+06 1.906091609836504830e+01 -9.990000000000000000e+02
4.617916739999999991e+05 5.933021101999999955e+06 1.912626385124021056e+01 -9.990000000000000000e+02
4.617915329999999958e+05 5.933021343999999575e+06 1.920218031213357790e+01 -9.990000000000000000e+02
4.617913919999999925e+05 5.933021586000000127e+06 1.928685913865350443e+01 -9.990000000000000000e+02
4.617912500000000000e+05 5.933021827999999747e+06 1.938040992111159966e+01 -9.990000000000000000e+02
4.617911089999999967e+05 5.933022070000000298e+06 1.948285478607866850e+01 -9.990000000000000000e+02
4.617909679999999935e+05 5.933022313000000082e+06 1.959264214622851341e+01 -9.990000000000000000e+02
4.617908269999999902e+05 5.933022554999999702e+06 1.971320883014087855e+01 -9.990000000000000000e+02
4.617906859999999870e+05 5.933022797000000253e+06 1.984282979114269096e+01 -9.990000000000000000e+02
4.617905439999999944e+05 5.933023038999999873e+06 1.998178981899077655e+01 -9.990000000000000000e+02
4.617904029999999912e+05 5.933023281999999657e+06 2.012853157664537207e+01 -9.990000000000000000e+02
4.617902619999999879e+05 5.933023524000000209e+06 2.028608090947458464e+01 -9.990000000000000000e+02
4.617901209999999846e+05 5.933023765999999829e+06 2.045306364461474402e+01 -9.990000000000000000e+02
4.617899789999999921e+05 5.933024008000000380e+06 2.062954401707828822e+01 -9.990000000000000000e+02
4.617898379999999888e+05 5.933024250000000000e+06 2.081558273554716720e+01 -9.990000000000000000e+02
4.617896969999999856e+05 5.933024492999999784e+06 2.100994907073427953e+01 -9.990000000000000000e+02
4.617895559999999823e+05 5.933024735000000335e+06 2.121533222481068748e+01 -9.990000000000000000e+02
4.617894139999999898e+05 5.933024976999999955e+06 2.143043937480950234e+01 -9.990000000000000000e+02
4.617892729999999865e+05 5.933025218999999575e+06 2.165524917366739288e+01 -9.990000000000000000e+02
4.617891319999999832e+05 5.933025462000000291e+06 2.188887946522631722e+01 -9.990000000000000000e+02
4.617889909999999800e+05 5.933025703999999911e+06 2.213347279071125229e+01 -9.990000000000000000e+02
4.617888489999999874e+05 5.933025946000000462e+06 2.238808349133690001e+01 -9.990000000000000000e+02
4.617887079999999842e+05 5.933026188000000082e+06 2.265260857217230495e+01 -9.990000000000000000e+02
4.617885669999999809e+05 5.933026430999999866e+06 2.292621741542711788e+01 -9.990000000000000000e+02
4.617884259999999776e+05 5.933026673000000417e+06 2.321089870620988904e+01 -9.990000000000000000e+02
4.617882839999999851e+05 5.933026915000000037e+06 2.350565712471883018e+01 -9.990000000000000000e+02
4.617881429999999818e+05 5.933027157999999821e+06 2.380978881569986072e+01 -9.990000000000000000e+02
4.617880019999999786e+05 5.933027400000000373e+06 2.412497583075574425e+01 -9.990000000000000000e+02
4.617878599999999860e+05 5.933027641999999993e+06 2.445033742392102738e+01 -9.990000000000000000e+02
4.617877189999999828e+05 5.933027883999999613e+06 2.478590351783398660e+01 -9.990000000000000000e+02
4.617875779999999795e+05 5.933028127000000328e+06 2.513111431346796110e+01 -9.990000000000000000e+02
4.617874369999999763e+05 5.933028368999999948e+06 2.548732543614438129e+01 -9.990000000000000000e+02
4.617872949999999837e+05 5.933028610999999568e+06 2.585391081490690368e+01 -9.990000000000000000e+02
4.617871539999999804e+05 5.933028854000000283e+06 2.623031229305729539e+01 -9.990000000000000000e+02
4.617870129999999772e+05 5.933029095999999903e+06 2.661764879883598667e+01 -9.990000000000000000e+02
4.617868709999999846e+05 5.933029338000000454e+06 2.701531149324008396e+01 -9.990000000000000000e+02
4.617867299999999814e+05 5.933029581000000238e+06 2.742309205736719946e+01 -9.990000000000000000e+02
4.617865889999999781e+05 5.933029822999999858e+06 2.784162187330169758e+01 -9.990000000000000000e+02
4.617864469999999856e+05 5.933030065000000410e+06 2.827061010971979726e+01 -9.990000000000000000e+02
4.617863059999999823e+05 5.933030308000000194e+06 2.870989886524121459e+01 -9.990000000000000000e+02
4.617861649999999790e+05 5.933030549999999814e+06 2.915973078557414766e+01 -9.990000000000000000e+02
4.617860229999999865e+05 5.933030792000000365e+06 2.962013359459272976e+01 -9.990000000000000000e+02
4.617858819999999832e+05 5.933031035000000149e+06 3.009090010821473982e+01 -9.990000000000000000e+02
4.617857409999999800e+05 5.933031276999999769e+06 3.057218358721484464e+01 -9.990000000000000000e+02
4.617855989999999874e+05 5.933031519000000320e+06 3.106393063676155464e+01 -9.990000000000000000e+02
4.617854579999999842e+05 5.933031762000000104e+06 3.156628480327375996e+01 -9.990000000000000000e+02
4.617853159999999916e+05 5.933032003999999724e+06 3.207899572813287392e+01 -9.990000000000000000e+02
4.617851749999999884e+05 5.933032246000000276e+06 3.260217140042681905e+01 -9.990000000000000000e+02
4.617850339999999851e+05 5.933032489000000060e+06 3.313606342469535093e+01 -9.990000000000000000e+02
4.617848919999999925e+05 5.933032730999999680e+06 3.368003597258767456e+01 -9.990000000000000000e+02
4.617847509999999893e+05 5.933032974000000395e+06 3.423491004415230776e+01 -9.990000000000000000e+02
4.617846099999999860e+05 5.933033216000000015e+06 3.479976807290275786e+01 -9.990000000000000000e+02
4.617844679999999935e+05 5.933033457999999635e+06 3.537497361525273476e+01 -9.990000000000000000e+02
4.617843269999999902e+05 5.933033701000000350e+06 3.596107013404539998e+01 -9.990000000000000000e+02
4.617841849999999977e+05 5.933033942999999970e+06 3.655701078873570253e+01 -9.990000000000000000e+02
4.617840439999999944e+05 5.933034185999999754e+06 3.716379065785274349e+01 -9.990000000000000000e+02
4.617839029999999912e+05 5.933034428000000305e+06 3.778041460662507944e+01 -9.990000000000000000e+02
4.617837609999999986e+05 5.933034669999999925e+06 3.840714277272522281e+01 -9.990000000000000000e+02
4.617836199999999953e+05 5.933034912999999709e+06 3.904496522496642541e+01 -9.990000000000000000e+02
4.617834780000000028e+05 5.933035155000000261e+06 3.969214373732363299e+01 -9.990000000000000000e+02
4.617833369999999995e+05 5.933035398000000045e+06 4.035034172449707057e+01 -9.990000000000000000e+02
4.617831959999999963e+05 5.933035639999999665e+06 4.101789274722719369e+01 -9.990000000000000000e+02
4.617830540000000037e+05 5.933035883000000380e+06 4.169634656735477307e+01 -9.990000000000000000e+02
4.617829130000000005e+05 5.933036125000000000e+06 4.238394936158782400e+01 -9.990000000000000000e+02
4.617827710000000079e+05 5.933036366999999620e+06 4.308156594099344261e+01 -9.990000000000000000e+02
4.617826300000000047e+05 5.933036610000000335e+06 4.379012439684278490e+01 -9.990000000000000000e+02
4.617824880000000121e+05 5.933036851999999955e+06 4.450751262625741589e+01 -9.990000000000000000e+02
4.617823470000000088e+05 5.933037094999999739e+06 4.523593545141640959e+01 -9.990000000000000000e+02
4.617822050000000163e+05 5.933037337000000291e+06 4.597299206350452749e+01 -9.990000000000000000e+02
4.617820640000000130e+05 5.933037580000000075e+06 4.672106671012716106e+01 -9.990000000000000000e+02
4.617819220000000205e+05 5.933037821999999695e+06 4.747747189586593208e+01 -9.990000000000000000e+02
4.617817810000000172e+05 5.933038065000000410e+06 4.824496928715480948e+01 -9.990000000000000000e+02
4.617816390000000247e+05 5.933038307000000030e+06 4.902058688065243075e+01 -9.990000000000000000e+02
4.617814980000000214e+05 5.933038549999999814e+06 4.980716160442861451e+01 -9.990000000000000000e+02
4.617813570000000182e+05 5.933038792000000365e+06 5.060184835554393601e+01 -9.990000000000000000e+02
4.617812150000000256e+05 5.933039035000000149e+06 5.140722979127812664e+01 -9.990000000000000000e+02
4.617810740000000224e+05 5.933039276999999769e+06 5.222061462717508107e+01 -9.990000000000000000e+02
4.617809319999999716e+05 5.933039519999999553e+06 5.304462812642524483e+01 -9.990000000000000000e+02
4.617807910000000265e+05 5.933039762000000104e+06 5.387632695887255352e+01 -9.990000000000000000e+02
4.617806489999999758e+05 5.933040004999999888e+06 5.471857949398799548e+01 -9.990000000000000000e+02
4.617805069999999832e+05 5.933040247000000440e+06 5.556826513264211087e+01 -9.990000000000000000e+02
4.617803659999999800e+05 5.933040490000000224e+06 5.642867586296500804e+01 -9.990000000000000000e+02
4.617802239999999874e+05 5.933040731999999844e+06 5.729615513414505301e+01 -9.990000000000000000e+02
4.617800829999999842e+05 5.933040974999999627e+06 5.817427879915236844e+01 -9.990000000000000000e+02
4.617799409999999916e+05 5.933041218000000343e+06 5.906091364899656782e+01 -9.990000000000000000e+02
4.617797999999999884e+05 5.933041459999999963e+06 5.995462001839558042e+01 -9.990000000000000000e+02
4.617796579999999958e+05 5.933041702999999747e+06 6.085844821931300430e+01 -9.990000000000000000e+02
4.617795169999999925e+05 5.933041945000000298e+06 6.176900192312741211e+01 -9.990000000000000000e+02
4.617793750000000000e+05 5.933042188000000082e+06 6.268966314980241350e+01 -9.990000000000000000e+02
4.617792339999999967e+05 5.933042429999999702e+06 6.361669820834106304e+01 -9.990000000000000000e+02
4.617790920000000042e+05 5.933042673000000417e+06 6.455381797997539195e+01 -9.990000000000000000e+02
4.617789500000000116e+05 5.933042916000000201e+06 6.549893826255448914e+01 -9.990000000000000000e+02
4.617788090000000084e+05 5.933043157999999821e+06 6.645024445398547641e+01 -9.990000000000000000e+02
4.617786670000000158e+05 5.933043400999999605e+06 6.741123530263828911e+01 -9.990000000000000000e+02
4.617785260000000126e+05 5.933043643000000156e+06 6.837804717942310617e+01 -9.990000000000000000e+02
4.617783840000000200e+05 5.933043885999999940e+06 6.935440011023429463e+01 -9.990000000000000000e+02
4.617782420000000275e+05 5.933044128999999724e+06 7.033844180696156911e+01 -9.990000000000000000e+02
4.617781010000000242e+05 5.933044371000000276e+06 7.132779781178280132e+01 -9.990000000000000000e+02
4.617779589999999735e+05 5.933044614000000060e+06 7.232666415262296766e+01 -9.990000000000000000e+02
4.617778180000000284e+05 5.933044855999999680e+06 7.333056810825388538e+01 -9.990000000000000000e+02
4.617776759999999776e+05 5.933045099000000395e+06 7.434371875850033007e+01 -9.990000000000000000e+02
4.617775339999999851e+05 5.933045342000000179e+06 7.536380651550808807e+01 -9.990000000000000000e+02
4.617773929999999818e+05 5.933045583999999799e+06 7.638870851097357217e+01 -9.990000000000000000e+02
4.617772509999999893e+05 5.933045826999999583e+06 7.742249703863794252e+01 -9.990000000000000000e+02
4.617771089999999967e+05 5.933046070000000298e+06 7.846307362391968354e+01 -9.990000000000000000e+02
4.617769679999999935e+05 5.933046311999999918e+06 7.950783215223079026e+01 -9.990000000000000000e+02
4.617768260000000009e+05 5.933046554999999702e+06 8.056130001035478472e+01 -9.990000000000000000e+02
4.617766840000000084e+05 5.933046798000000417e+06 8.162099421400222354e+01 -9.990000000000000000e+02
4.617765430000000051e+05 5.933047040000000037e+06 8.268462994781263831e+01 -9.990000000000000000e+02
4.617764010000000126e+05 5.933047282999999821e+06 8.375658130949709346e+01 -9.990000000000000000e+02
4.617762590000000200e+05 5.933047525999999605e+06 8.483448530863589099e+01 -9.990000000000000000e+02
4.617761180000000168e+05 5.933047768000000156e+06 8.591578314872842270e+01 -9.990000000000000000e+02
4.617759760000000242e+05 5.933048010999999940e+06 8.700518697428717019e+01 -9.990000000000000000e+02
4.617758339999999735e+05 5.933048253999999724e+06 8.810015846037393317e+01 -9.990000000000000000e+02
4.617756930000000284e+05 5.933048497000000440e+06 8.920067748089985571e+01 -9.990000000000000000e+02
4.617755509999999776e+05 5.933048739000000060e+06 9.030366184295426990e+01 -9.990000000000000000e+02
4.617754089999999851e+05 5.933048981999999844e+06 9.141442615494455026e+01 -9.990000000000000000e+02
4.617752669999999925e+05 5.933049224999999627e+06 9.253022835386472877e+01 -9.990000000000000000e+02
4.617751259999999893e+05 5.933049468000000343e+06 9.365115065913440162e+01 -9.990000000000000000e+02
4.617749839999999967e+05 5.933049709999999963e+06 9.477370842587710342e+01 -9.990000000000000000e+02
4.617748420000000042e+05 5.933049952999999747e+06 9.590379025300310900e+01 -9.990000000000000000e+02
4.617747010000000009e+05 5.933050196000000462e+06 9.703848531932092669e+01 -9.990000000000000000e+02
4.617745590000000084e+05 5.933050439000000246e+06 9.817731160106541211e+01 -9.990000000000000000e+02
4.617744170000000158e+05 5.933050680999999866e+06 9.931745972286167046e+01 -9.990000000000000000e+02
4.617742750000000233e+05 5.933050923999999650e+06 1.004644509947986109e+02 -9.990000000000000000e+02
4.617741329999999725e+05 5.933051167000000365e+06 1.016154715254829739e+02 -9.990000000000000000e+02
4.617739920000000275e+05 5.933051410000000149e+06 1.027704073618393750e+02 -9.990000000000000000e+02
4.617738499999999767e+05 5.933051652999999933e+06 1.039287585424283122e+02 -9.990000000000000000e+02
4.617737079999999842e+05 5.933051894999999553e+06 1.050876384762384816e+02 -9.990000000000000000e+02
4.617735659999999916e+05 5.933052138000000268e+06 1.062528275930812640e+02 -9.990000000000000000e+02
4.617734249999999884e+05 5.933052381000000052e+06 1.074214583628610171e+02 -9.990000000000000000e+02
4.617732829999999958e+05 5.933052623999999836e+06 1.085928187619435761e+02 -9.990000000000000000e+02
4.617731410000000033e+05 5.933052866999999620e+06 1.097670939344589414e+02 -9.990000000000000000e+02
4.617729990000000107e+05 5.933053110000000335e+06 1.109441361799323857e+02 -9.990000000000000000e+02
4.617728570000000182e+05 5.933053351999999955e+06 1.121207520499859953e+02 -9.990000000000000000e+02
4.617727150000000256e+05 5.933053594999999739e+06 1.133027726640675752e+02 -9.990000000000000000e+02
4.617725740000000224e+05 5.933053838000000454e+06 1.144874530474034913e+02 -9.990000000000000000e+02
4.617724319999999716e+05 5.933054081000000238e+06 1.156739669187160331e+02 -9.990000000000000000e+02
4.617722899999999790e+05 5.933054324000000022e+06 1.168625017765615155e+02 -9.990000000000000000e+02
4.617721479999999865e+05 5.933054566999999806e+06 1.180529068775944239e+02 -9.990000000000000000e+02
4.617720059999999939e+05 5.933054809999999590e+06 1.192450310922326651e+02 -9.990000000000000000e+02
4.617718640000000014e+05 5.933055053000000305e+06 1.204386229193549980e+02 -9.990000000000000000e+02
4.617717220000000088e+05 5.933055294999999925e+06 1.216305209410641908e+02 -9.990000000000000000e+02
4.617715810000000056e+05 5.933055537999999709e+06 1.228270294972867163e+02 -9.990000000000000000e+02
4.617714390000000130e+05 5.933055781000000425e+06 1.240244079041921310e+02 -9.990000000000000000e+02
4.617712970000000205e+05 5.933056024000000209e+06 1.252227455461701737e+02 -9.990000000000000000e+02
4.617711550000000279e+05 5.933056266999999993e+06 1.264217895891407721e+02 -9.990000000000000000e+02
4.617710129999999772e+05 5.933056509999999776e+06 1.276214870432972219e+02 -9.990000000000000000e+02
4.617708709999999846e+05 5.933056752999999560e+06 1.288216847605492603e+02 -9.990000000000000000e+02
4.617707289999999921e+05 5.933056996000000276e+06 1.300222294958888369e+02 -9.990000000000000000e+02
4.617705869999999995e+05 5.933057239000000060e+06 1.312229679339467623e+02 -9.990000000000000000e+02
4.617704450000000070e+05 5.933057481999999844e+06 1.324236467155384673e+02 -9.990000000000000000e+02
4.617703030000000144e+05 5.933057724999999627e+06 1.336242124700376621e+02 -9.990000000000000000e+02
4.617701610000000219e+05 5.933057968000000343e+06 1.348245118623011649e+02 -9.990000000000000000e+02
4.617700189999999711e+05 5.933058211000000127e+06 1.360243915872287062e+02 -9.990000000000000000e+02
4.617698769999999786e+05 5.933058453999999911e+06 1.372236984602920415e+02 -9.990000000000000000e+02
4.617697349999999860e+05 5.933058696999999695e+06 1.384221794004324408e+02 -9.990000000000000000e+02
4.617695929999999935e+05 5.933058940000000410e+06 1.396197814827364709e+02 -9.990000000000000000e+02
