1.0
DISPOSAL - DRILLED
4.618043109999999870e+05 5.932994663999999873e+06 5.705379733259499631e+01 -9.990000000000000000e+02
4.618042129999999888e+05 5.932994742999999784e+06 5.739146467797749551e+01 -9.990000000000000000e+02
4.618041159999999800e+05 5.932994822999999858e+06 5.772568723844064209e+01 -9.990000000000000000e+02
4.618040179999999818e+05 5.932994902999999933e+06 5.805962161178733538e+01 -9.990000000000000000e+02
4.618039199999999837e+05 5.932994983000000007e+06 5.839297224548305110e+01 -9.990000000000000000e+02
4.618038219999999856e+05 5.932995061999999918e+06 5.872833671666489863e+01 -9.990000000000000000e+02
4.618037239999999874e+05 5.932995141999999993e+06 5.906043933700111381e+01 -9.990000000000000000e+02
4.618036259999999893e+05 5.932995222000000067e+06 5.939206972560241127e+01 -9.990000000000000000e+02
4.618035279999999912e+05 5.932995302000000142e+06 5.972303174599690578e+01 -9.990000000000000000e+02
4.618034309999999823e+05 5.932995381000000052e+06 6.005585001776267973e+01 -9.990000000000000000e+02
4.618033329999999842e+05 5.932995461000000127e+06 6.038579411293883936e+01 -9.990000000000000000e+02
4.618032349999999860e+05 5.932995541000000201e+06 6.071508148908966973e+01 -9.990000000000000000e+02
4.618031369999999879e+05 5.932995621000000276e+06 6.104381608022259798e+01 -9.990000000000000000e+02
4.618030389999999898e+05 5.932995701000000350e+06 6.137200180964022422e+01 -9.990000000000000000e+02
4.618029409999999916e+05 5.932995780000000261e+06 6.170230561757853138e+01 -9.990000000000000000e+02
4.618028429999999935e+05 5.932995860000000335e+06 6.202941292046239141e+01 -9.990000000000000000e+02
4.618027449999999953e+05 5.932995940000000410e+06 6.235588317588974405e+01 -9.990000000000000000e+02
4.618026479999999865e+05 5.932996019999999553e+06 6.268171136211049088e+01 -9.990000000000000000e+02
4.618025499999999884e+05 5.932996099999999627e+06 6.300721890200021846e+01 -9.990000000000000000e+02
4.618024519999999902e+05 5.932996179999999702e+06 6.333210135931062723e+01 -9.990000000000000000e+02
4.618023539999999921e+05 5.932996258999999613e+06 6.365916951856966932e+01 -9.990000000000000000e+02
4.618022559999999939e+05 5.932996338999999687e+06 6.398312098140335991e+01 -9.990000000000000000e+02
4.618021579999999958e+05 5.932996418999999762e+06 6.430645937109433419e+01 -9.990000000000000000e+02
4.618020599999999977e+05 5.932996498999999836e+06 6.462928873466029245e+01 -9.990000000000000000e+02
4.618019619999999995e+05 5.932996578999999911e+06 6.495161312200987425e+01 -9.990000000000000000e+02
4.618018640000000014e+05 5.932996658999999985e+06 6.527343659595274517e+01 -9.990000000000000000e+02
4.618017660000000033e+05 5.932996737999999896e+06 6.559741176336845569e+01 -9.990000000000000000e+02
4.618016680000000051e+05 5.932996817999999970e+06 6.591825242331373147e+01 -9.990000000000000000e+02
4.618015700000000070e+05 5.932996898000000045e+06 6.623850436053729140e+01 -9.990000000000000000e+02
4.618014720000000088e+05 5.932996978000000119e+06 6.655837168094481626e+01 -9.990000000000000000e+02
4.618013740000000107e+05 5.932997058000000194e+06 6.687765849784894101e+01 -9.990000000000000000e+02
4.618012760000000126e+05 5.932997138000000268e+06 6.719646893702362433e+01 -9.990000000000000000e+02
4.618011780000000144e+05 5.932997218000000343e+06 6.751480712628577407e+01 -9.990000000000000000e+02
4.618010800000000163e+05 5.932997298000000417e+06 6.783267721349848500e+01 -9.990000000000000000e+02
4.618009820000000182e+05 5.932997377000000328e+06 6.815288444428709624e+01 -9.990000000000000000e+02
4.618008840000000200e+05 5.932997457000000402e+06 6.846983711336574174e+01 -9.990000000000000000e+02
4.618007860000000219e+05 5.932997536999999546e+06 6.878623410817267825e+01 -9.990000000000000000e+02
4.618006880000000237e+05 5.932997616999999620e+06 6.910227960401650193e+01 -9.990000000000000000e+02
4.618005900000000256e+05 5.932997696999999695e+06 6.941777778806589083e+01 -9.990000000000000000e+02
4.618004920000000275e+05 5.932997776999999769e+06 6.973293286981929384e+01 -9.990000000000000000e+02
4.618003939999999711e+05 5.932997856999999844e+06 7.004754904951283834e+01 -9.990000000000000000e+02
4.618002959999999730e+05 5.932997936999999918e+06 7.036173054955048656e+01 -9.990000000000000000e+02
4.618001979999999749e+05 5.932998016999999993e+06 7.067538159601858183e+01 -9.990000000000000000e+02
4.618000999999999767e+05 5.932998097000000067e+06 7.098870641854355767e+01 -9.990000000000000000e+02
4.618000019999999786e+05 5.932998177000000142e+06 7.130160925812813844e+01 -9.990000000000000000e+02
4.617999039999999804e+05 5.932998257000000216e+06 7.161399438041422627e+01 -9.990000000000000000e+02
4.617998059999999823e+05 5.932998337000000291e+06 7.192606603837830903e+01 -9.990000000000000000e+02
4.617997079999999842e+05 5.932998417000000365e+06 7.223762849878166037e+01 -9.990000000000000000e+02
4.617996099999999860e+05 5.932998497000000440e+06 7.254878603945570603e+01 -9.990000000000000000e+02
4.617995109999999986e+05 5.932998576999999583e+06 7.285976788558667749e+01 -9.990000000000000000e+02
4.617994130000000005e+05 5.932998656999999657e+06 7.317012888283942118e+01 -9.990000000000000000e+02
4.617993150000000023e+05 5.932998736999999732e+06 7.347999784422258074e+01 -9.990000000000000000e+02
4.617992170000000042e+05 5.932998816999999806e+06 7.378957908035189917e+01 -9.990000000000000000e+02
4.617991190000000061e+05 5.932998896999999881e+06 7.409867690169696175e+01 -9.990000000000000000e+02
4.617990210000000079e+05 5.932998976999999955e+06 7.440739564822962393e+01 -9.990000000000000000e+02
4.617989230000000098e+05 5.932999057000000030e+06 7.471583964066229555e+01 -9.990000000000000000e+02
4.617988250000000116e+05 5.932999137000000104e+06 7.502381322907061190e+01 -9.990000000000000000e+02
4.617987260000000242e+05 5.932999217000000179e+06 7.533154894678821734e+01 -9.990000000000000000e+02
4.617986280000000261e+05 5.932999297000000253e+06 7.563879516184951513e+01 -9.990000000000000000e+02
4.617985300000000279e+05 5.932999377000000328e+06 7.594568404209698542e+01 -9.990000000000000000e+02
4.617984319999999716e+05 5.932999457000000402e+06 7.625211994846159769e+01 -9.990000000000000000e+02
4.617983339999999735e+05 5.932999536999999546e+06 7.655820726825373868e+01 -9.990000000000000000e+02
4.617982349999999860e+05 5.932999616999999620e+06 7.686418046003868199e+01 -9.990000000000000000e+02
4.617981369999999879e+05 5.932999696999999695e+06 7.716958413021158947e+01 -9.990000000000000000e+02
4.617980389999999898e+05 5.932999776999999769e+06 7.747465238630374529e+01 -9.990000000000000000e+02
4.617979409999999916e+05 5.932999856999999844e+06 7.777928963553733865e+01 -9.990000000000000000e+02
4.617978420000000042e+05 5.932999936999999918e+06 7.808393179050555943e+01 -9.990000000000000000e+02
4.617977440000000061e+05 5.933000016999999993e+06 7.838792061892030461e+01 -9.990000000000000000e+02
4.617976460000000079e+05 5.933000097000000067e+06 7.869159169506585272e+01 -9.990000000000000000e+02
4.617975480000000098e+05 5.933000178000000305e+06 7.899196212391325389e+01 -9.990000000000000000e+02
4.617974490000000224e+05 5.933000258000000380e+06 7.929523962858544905e+01 -9.990000000000000000e+02
4.617973510000000242e+05 5.933000338000000454e+06 7.959788024053514732e+01 -9.990000000000000000e+02
4.617972530000000261e+05 5.933000417999999598e+06 7.990032093080516518e+01 -9.990000000000000000e+02
4.617971550000000279e+05 5.933000497999999672e+06 8.020236616135149177e+01 -9.990000000000000000e+02
4.617970559999999823e+05 5.933000577999999747e+06 8.050435452143318571e+01 -9.990000000000000000e+02
4.617969579999999842e+05 5.933000657999999821e+06 8.080582254000596265e+01 -9.990000000000000000e+02
4.617968599999999860e+05 5.933000739000000060e+06 8.110399276870290919e+01 -9.990000000000000000e+02
4.617967609999999986e+05 5.933000819000000134e+06 8.140513238943148622e+01 -9.990000000000000000e+02
4.617966630000000005e+05 5.933000899000000209e+06 8.170566426190860909e+01 -9.990000000000000000e+02
4.617965640000000130e+05 5.933000979000000283e+06 8.200616321149928467e+01 -9.990000000000000000e+02
4.617964660000000149e+05 5.933001059000000358e+06 8.230616280958163600e+01 -9.990000000000000000e+02
4.617963680000000168e+05 5.933001139000000432e+06 8.260590287437199208e+01 -9.990000000000000000e+02
4.617962689999999711e+05 5.933001219999999739e+06 8.290258669941948710e+01 -9.990000000000000000e+02
4.617961709999999730e+05 5.933001299999999814e+06 8.320171808885868359e+01 -9.990000000000000000e+02
4.617960729999999749e+05 5.933001379999999888e+06 8.350070355281863499e+01 -9.990000000000000000e+02
4.617959739999999874e+05 5.933001459999999963e+06 8.379958484452775735e+01 -9.990000000000000000e+02
4.617958759999999893e+05 5.933001541000000201e+06 8.409494124588533737e+01 -9.990000000000000000e+02
4.617957770000000019e+05 5.933001621000000276e+06 8.439335092001566352e+01 -9.990000000000000000e+02
4.617956790000000037e+05 5.933001701000000350e+06 8.469119537277063614e+01 -9.990000000000000000e+02
4.617955800000000163e+05 5.933001781000000425e+06 8.498915484202159121e+01 -9.990000000000000000e+02
4.617954820000000182e+05 5.933001861999999732e+06 8.528349428388042952e+01 -9.990000000000000000e+02
4.617953829999999725e+05 5.933001941999999806e+06 8.558091878885416293e+01 -9.990000000000000000e+02
4.617952849999999744e+05 5.933002021999999881e+06 8.587789538312399884e+01 -9.990000000000000000e+02
4.617951859999999870e+05 5.933002103000000119e+06 8.617173413758769129e+01 -9.990000000000000000e+02
4.617950879999999888e+05 5.933002183000000194e+06 8.646830295220964047e+01 -9.990000000000000000e+02
4.617949890000000014e+05 5.933002263000000268e+06 8.676481559104759356e+01 -9.990000000000000000e+02
4.617948910000000033e+05 5.933002343999999575e+06 8.705781766616843242e+01 -9.990000000000000000e+02
4.617947920000000158e+05 5.933002423999999650e+06 8.735395066590410806e+01 -9.990000000000000000e+02
4.617946940000000177e+05 5.933002503999999724e+06 8.764966200449461553e+01 -9.990000000000000000e+02
4.617945949999999721e+05 5.933002584999999963e+06 8.794224875941161201e+01 -9.990000000000000000e+02
4.617944959999999846e+05 5.933002665000000037e+06 8.823774835229140479e+01 -9.990000000000000000e+02
4.617943979999999865e+05 5.933002745000000112e+06 8.853283953133474427e+01 -9.990000000000000000e+02
4.617942989999999991e+05 5.933002826000000350e+06 8.882491360152046411e+01 -9.990000000000000000e+02
4.617942010000000009e+05 5.933002906000000425e+06 8.911968039028870692e+01 -9.990000000000000000e+02
4.617941020000000135e+05 5.933002986999999732e+06 8.941133538512923451e+01 -9.990000000000000000e+02
4.617940030000000261e+05 5.933003066999999806e+06 8.970603778823684138e+01 -9.990000000000000000e+02
4.617939050000000279e+05 5.933003146999999881e+06 9.000025405030615389e+01 -9.990000000000000000e+02
4.617938059999999823e+05 5.933003228000000119e+06 9.029136691925654645e+01 -9.990000000000000000e+02
4.617937069999999949e+05 5.933003308000000194e+06 9.058554719546354761e+01 -9.990000000000000000e+02
4.617936089999999967e+05 5.933003389000000432e+06 9.087614642853553448e+01 -9.990000000000000000e+02
4.617935100000000093e+05 5.933003468999999575e+06 9.116996792041962294e+01 -9.990000000000000000e+02
4.617934110000000219e+05 5.933003549999999814e+06 9.146055620166238498e+01 -9.990000000000000000e+02
4.617933130000000237e+05 5.933003629999999888e+06 9.175389542050329794e+01 -9.990000000000000000e+02
4.617932139999999781e+05 5.933003711000000127e+06 9.204414979385667550e+01 -9.990000000000000000e+02
4.617931149999999907e+05 5.933003791000000201e+06 9.233750999471500620e+01 -9.990000000000000000e+02
4.617930160000000033e+05 5.933003872000000440e+06 9.262754958593909294e+01 -9.990000000000000000e+02
4.617929180000000051e+05 5.933003951999999583e+06 9.292036452735726471e+01 -9.990000000000000000e+02
4.617928190000000177e+05 5.933004032999999821e+06 9.321010823599156936e+01 -9.990000000000000000e+02
4.617927199999999721e+05 5.933004112999999896e+06 9.350288211217566925e+01 -9.990000000000000000e+02
4.617926209999999846e+05 5.933004194000000134e+06 9.379254905756562266e+01 -9.990000000000000000e+02
4.617925219999999972e+05 5.933004274000000209e+06 9.408505798140743082e+01 -9.990000000000000000e+02
4.617924230000000098e+05 5.933004355000000447e+06 9.437446720236331998e+01 -9.990000000000000000e+02
4.617923250000000116e+05 5.933004435999999754e+06 9.466356094535144905e+01 -9.990000000000000000e+02
4.617922260000000242e+05 5.933004515999999829e+06 9.495585713277395712e+01 -9.990000000000000000e+02
4.617921269999999786e+05 5.933004597000000067e+06 9.524496500767315865e+01 -9.990000000000000000e+02
4.617920279999999912e+05 5.933004677000000142e+06 9.553704328099171050e+01 -9.990000000000000000e+02
4.617919290000000037e+05 5.933004758000000380e+06 9.582604114651708471e+01 -9.990000000000000000e+02
4.617918300000000163e+05 5.933004838999999687e+06 9.611489084524134796e+01 -9.990000000000000000e+02
4.617917310000000289e+05 5.933004918999999762e+06 9.640682723853386449e+01 -9.990000000000000000e+02
4.617916319999999832e+05 5.933005000000000000e+06 9.669559559859793296e+01 -9.990000000000000000e+02
4.617915329999999958e+05 5.933005081000000238e+06 9.698423023574645185e+01 -9.990000000000000000e+02
4.617914340000000084e+05 5.933005161000000313e+06 9.727606728913842460e+01 -9.990000000000000000e+02
4.617913350000000210e+05 5.933005241999999620e+06 9.756464928236577805e+01 -9.990000000000000000e+02
4.617912359999999753e+05 5.933005322999999858e+06 9.785311199709209973e+01 -9.990000000000000000e+02
4.617911369999999879e+05 5.933005404000000097e+06 9.814166027203908982e+01 -9.990000000000000000e+02
4.617910380000000005e+05 5.933005484000000171e+06 9.843323103030576249e+01 -9.990000000000000000e+02
4.617909390000000130e+05 5.933005565000000410e+06 9.872166497821031328e+01 -9.990000000000000000e+02
4.617908400000000256e+05 5.933005645999999717e+06 9.901009893789668581e+01 -9.990000000000000000e+02
4.617907409999999800e+05 5.933005726999999955e+06 9.929853774578489833e+01 -9.990000000000000000e+02
4.617906419999999925e+05 5.933005807000000030e+06 9.959001806392956269e+01 -9.990000000000000000e+02
4.617905430000000051e+05 5.933005888000000268e+06 9.987838086065353593e+01 -9.990000000000000000e+02
4.617904440000000177e+05 5.933005968999999575e+06 1.001667629623576801e+02 -9.990000000000000000e+02
4.617903449999999721e+05 5.933006049999999814e+06 1.004550692015404678e+02 -9.990000000000000000e+02
4.617902459999999846e+05 5.933006129999999888e+06 1.007465349255839868e+02 -9.990000000000000000e+02
4.617901469999999972e+05 5.933006211000000127e+06 1.010349034643749775e+02 -9.990000000000000000e+02
4.617900470000000205e+05 5.933006292000000365e+06 1.013235541703157452e+02 -9.990000000000000000e+02
4.617899479999999749e+05 5.933006372999999672e+06 1.016119046708232645e+02 -9.990000000000000000e+02
4.617898489999999874e+05 5.933006453999999911e+06 1.019004034138339989e+02 -9.990000000000000000e+02
4.617897500000000000e+05 5.933006535000000149e+06 1.021887552505446592e+02 -9.990000000000000000e+02
4.617896510000000126e+05 5.933006616000000387e+06 1.024772650019640423e+02 -9.990000000000000000e+02
4.617895509999999776e+05 5.933006696999999695e+06 1.027659807890005794e+02 -9.990000000000000000e+02
4.617894519999999902e+05 5.933006776999999769e+06 1.030576455236563049e+02 -9.990000000000000000e+02
4.617893530000000028e+05 5.933006858000000007e+06 1.033462569053643278e+02 -9.990000000000000000e+02
4.617892540000000154e+05 5.933006939000000246e+06 1.036349454539424642e+02 -9.990000000000000000e+02
4.617891539999999804e+05 5.933007019999999553e+06 1.039238589576838905e+02 -9.990000000000000000e+02
4.617890549999999930e+05 5.933007100999999791e+06 1.042126162143338064e+02 -9.990000000000000000e+02
4.617889560000000056e+05 5.933007182000000030e+06 1.045014651098640286e+02 -9.990000000000000000e+02
4.617888560000000289e+05 5.933007263000000268e+06 1.047905531014885696e+02 -9.990000000000000000e+02
4.617887569999999832e+05 5.933007343999999575e+06 1.050794996025159804e+02 -9.990000000000000000e+02
4.617886570000000065e+05 5.933007424999999814e+06 1.053687946119404728e+02 -9.990000000000000000e+02
4.617885580000000191e+05 5.933007506000000052e+06 1.056579579585854987e+02 -9.990000000000000000e+02
4.617884589999999735e+05 5.933007587000000291e+06 1.059471370070255318e+02 -9.990000000000000000e+02
4.617883589999999967e+05 5.933007667999999598e+06 1.062366786193681918e+02 -9.990000000000000000e+02
4.617882600000000093e+05 5.933007748999999836e+06 1.065261033540861320e+02 -9.990000000000000000e+02
4.617881599999999744e+05 5.933007831000000238e+06 1.068126936360942238e+02 -9.990000000000000000e+02
4.617880609999999870e+05 5.933007911999999546e+06 1.071022851253096491e+02 -9.990000000000000000e+02
4.617879610000000102e+05 5.933007992999999784e+06 1.073922578708095159e+02 -9.990000000000000000e+02
4.617878620000000228e+05 5.933008074000000022e+06 1.076821335405221589e+02 -9.990000000000000000e+02
4.617877619999999879e+05 5.933008155000000261e+06 1.079722997287260284e+02 -9.990000000000000000e+02
4.617876630000000005e+05 5.933008235999999568e+06 1.082623787326230911e+02 -9.990000000000000000e+02
4.617875630000000237e+05 5.933008316999999806e+06 1.085528574872019476e+02 -9.990000000000000000e+02
4.617874639999999781e+05 5.933008398000000045e+06 1.088431589447728669e+02 -9.990000000000000000e+02
4.617873640000000014e+05 5.933008480000000447e+06 1.091307798496732460e+02 -9.990000000000000000e+02
4.617872650000000140e+05 5.933008560999999754e+06 1.094214252501089959e+02 -9.990000000000000000e+02
4.617871649999999790e+05 5.933008641999999993e+06 1.097123888291320242e+02 -9.990000000000000000e+02
4.617870650000000023e+05 5.933008723000000231e+06 1.100036348699362208e+02 -9.990000000000000000e+02
4.617869660000000149e+05 5.933008804999999702e+06 1.102915489396847732e+02 -9.990000000000000000e+02
4.617868659999999800e+05 5.933008885999999940e+06 1.105830770052419751e+02 -9.990000000000000000e+02
4.617867660000000033e+05 5.933008967000000179e+06 1.108747018371082760e+02 -9.990000000000000000e+02
4.617866670000000158e+05 5.933009048000000417e+06 1.111662891195400249e+02 -9.990000000000000000e+02
4.617865669999999809e+05 5.933009129999999888e+06 1.114552534699637221e+02 -9.990000000000000000e+02
4.617864670000000042e+05 5.933009211000000127e+06 1.117474001478670402e+02 -9.990000000000000000e+02
4.617863670000000275e+05 5.933009292000000365e+06 1.120397625769324463e+02 -9.990000000000000000e+02
4.617862679999999818e+05 5.933009373999999836e+06 1.123290478983170999e+02 -9.990000000000000000e+02
4.617861680000000051e+05 5.933009455000000075e+06 1.126217593469444438e+02 -9.990000000000000000e+02
4.617860680000000284e+05 5.933009536000000313e+06 1.129147007650195178e+02 -9.990000000000000000e+02
4.617859679999999935e+05 5.933009617999999784e+06 1.132048269597007959e+02 -9.990000000000000000e+02
4.617858680000000168e+05 5.933009699000000022e+06 1.134981457281771782e+02 -9.990000000000000000e+02
4.617857679999999818e+05 5.933009781000000425e+06 1.137886654437210439e+02 -9.990000000000000000e+02
4.617856689999999944e+05 5.933009861999999732e+06 1.140822440049371238e+02 -9.990000000000000000e+02
4.617855690000000177e+05 5.933009942999999970e+06 1.143763130061646791e+02 -9.990000000000000000e+02
4.617854689999999828e+05 5.933010025000000373e+06 1.146675076111217209e+02 -9.990000000000000000e+02
4.617853690000000061e+05 5.933010105999999680e+06 1.149620014195452171e+02 -9.990000000000000000e+02
4.617852689999999711e+05 5.933010188000000082e+06 1.152536375957542276e+02 -9.990000000000000000e+02
4.617851689999999944e+05 5.933010269000000320e+06 1.155485751362057130e+02 -9.990000000000000000e+02
4.617850690000000177e+05 5.933010350999999791e+06 1.158407720549518700e+02 -9.990000000000000000e+02
4.617849689999999828e+05 5.933010432000000030e+06 1.161362722115057124e+02 -9.990000000000000000e+02
4.617848690000000061e+05 5.933010514000000432e+06 1.164289489793913077e+02 -9.990000000000000000e+02
4.617847689999999711e+05 5.933010594999999739e+06 1.167248305881236092e+02 -9.990000000000000000e+02
4.617846689999999944e+05 5.933010677000000142e+06 1.170181062735271666e+02 -9.990000000000000000e+02
4.617845690000000177e+05 5.933010758999999613e+06 1.173115906443851344e+02 -9.990000000000000000e+02
4.617844689999999828e+05 5.933010839999999851e+06 1.176083817299575713e+02 -9.990000000000000000e+02
4.617843690000000061e+05 5.933010922000000253e+06 1.179023935875084561e+02 -9.990000000000000000e+02
4.617842679999999818e+05 5.933011002999999560e+06 1.181999453428906719e+02 -9.990000000000000000e+02
4.617841680000000051e+05 5.933011084999999963e+06 1.184946032727552421e+02 -9.990000000000000000e+02
4.617840680000000284e+05 5.933011167000000365e+06 1.187895937438710945e+02 -9.990000000000000000e+02
4.617839679999999935e+05 5.933011247999999672e+06 1.190877926277562011e+02 -9.990000000000000000e+02
4.617838680000000168e+05 5.933011330000000075e+06 1.193833578721982462e+02 -9.990000000000000000e+02
4.617837669999999925e+05 5.933011411999999546e+06 1.196794004321731677e+02 -9.990000000000000000e+02
4.617836670000000158e+05 5.933011493999999948e+06 1.199755636352556110e+02 -9.990000000000000000e+02
4.617835669999999809e+05 5.933011575000000186e+06 1.202750353381203468e+02 -9.990000000000000000e+02
4.617834670000000042e+05 5.933011656999999657e+06 1.205718109596221552e+02 -9.990000000000000000e+02
4.617833659999999800e+05 5.933011739000000060e+06 1.208691812872362021e+02 -9.990000000000000000e+02
4.617832660000000033e+05 5.933011821000000462e+06 1.211666926265511961e+02 -9.990000000000000000e+02
4.617831660000000265e+05 5.933011901999999769e+06 1.214674114140982226e+02 -9.990000000000000000e+02
4.617830650000000023e+05 5.933011984000000171e+06 1.217658004029609060e+02 -9.990000000000000000e+02
4.617829650000000256e+05 5.933012065999999642e+06 1.220642456286739730e+02 -9.990000000000000000e+02
4.617828649999999907e+05 5.933012148000000045e+06 1.223631800113598302e+02 -9.990000000000000000e+02
4.617827640000000247e+05 5.933012230000000447e+06 1.226625348415280712e+02 -9.990000000000000000e+02
4.617826639999999898e+05 5.933012311999999918e+06 1.229621611666563297e+02 -9.990000000000000000e+02
4.617825630000000237e+05 5.933012394000000320e+06 1.232623164242900344e+02 -9.990000000000000000e+02
4.617824629999999888e+05 5.933012475999999791e+06 1.235626533306746353e+02 -9.990000000000000000e+02
4.617823620000000228e+05 5.933012558000000194e+06 1.238635276083875283e+02 -9.990000000000000000e+02
4.617822619999999879e+05 5.933012639000000432e+06 1.241674774759502213e+02 -9.990000000000000000e+02
4.617821610000000219e+05 5.933012720999999903e+06 1.244691835908758293e+02 -9.990000000000000000e+02
4.617820609999999870e+05 5.933012803000000305e+06 1.247709915379855801e+02 -9.990000000000000000e+02
4.617819600000000210e+05 5.933012884999999776e+06 1.250734535095463116e+02 -9.990000000000000000e+02
4.617818589999999967e+05 5.933012967000000179e+06 1.253763500774833659e+02 -9.990000000000000000e+02
4.617817590000000200e+05 5.933013048999999650e+06 1.256793636325061243e+02 -9.990000000000000000e+02
4.617816579999999958e+05 5.933013132000000216e+06 1.259801949668990915e+02 -9.990000000000000000e+02
