1.0
DISPOSAL - DRILLED
4.618101819999999716e+05 5.932990337000000291e+06 8.088930422830887323e+01 -9.990000000000000000e+02
4.618101940000000177e+05 5.932990332999999635e+06 8.139546827950593411e+01 -9.990000000000000000e+02
4.618102050000000163e+05 5.932990328999999911e+06 8.190168990569546281e+01 -9.990000000000000000e+02
4.618102160000000149e+05 5.932990325000000186e+06 8.240801006172428345e+01 -9.990000000000000000e+02
4.618102270000000135e+05 5.932990320000000298e+06 8.291627014766262960e+01 -9.990000000000000000e+02
4.618102380000000121e+05 5.932990315999999642e+06 8.342258689856436149e+01 -9.990000000000000000e+02
4.618102490000000107e+05 5.932990310999999754e+06 8.393094248657126855e+01 -9.990000000000000000e+02
4.618102600000000093e+05 5.932990305999999866e+06 8.443919552217263913e+01 -9.990000000000000000e+02
4.618102710000000079e+05 5.932990300999999978e+06 8.494754599911149739e+01 -9.990000000000000000e+02
4.618102820000000065e+05 5.932990294999999925e+06 8.545783222854677774e+01 -9.990000000000000000e+02
4.618102939999999944e+05 5.932990290000000037e+06 8.596591837241555822e+01 -9.990000000000000000e+02
4.618103049999999930e+05 5.932990283999999985e+06 8.647629754560097126e+01 -9.990000000000000000e+02
4.618103159999999916e+05 5.932990277999999933e+06 8.698657277707292224e+01 -9.990000000000000000e+02
4.618103269999999902e+05 5.932990271999999881e+06 8.749694406385046364e+01 -9.990000000000000000e+02
4.618103389999999781e+05 5.932990265999999829e+06 8.800705303657899492e+01 -9.990000000000000000e+02
4.618103499999999767e+05 5.932990259999999776e+06 8.851731649044086225e+01 -9.990000000000000000e+02
4.618103609999999753e+05 5.932990252999999560e+06 8.902970896411643764e+01 -9.990000000000000000e+02
4.618103730000000214e+05 5.932990247000000440e+06 8.953980557864032619e+01 -9.990000000000000000e+02
4.618103840000000200e+05 5.932990240000000224e+06 9.005208776749100252e+01 -9.990000000000000000e+02
4.618103950000000186e+05 5.932990233000000007e+06 9.056436432459724983e+01 -9.990000000000000000e+02
4.618104070000000065e+05 5.932990224999999627e+06 9.107850659625067635e+01 -9.990000000000000000e+02
4.618104180000000051e+05 5.932990218000000343e+06 9.159087102047178064e+01 -9.990000000000000000e+02
4.618104299999999930e+05 5.932990209999999963e+06 9.210499934350113449e+01 -9.990000000000000000e+02
4.618104409999999916e+05 5.932990202999999747e+06 9.261725163384569726e+01 -9.990000000000000000e+02
4.618104529999999795e+05 5.932990195000000298e+06 9.313136598901996877e+01 -9.990000000000000000e+02
4.618104639999999781e+05 5.932990186999999918e+06 9.364563043697208400e+01 -9.990000000000000000e+02
4.618104760000000242e+05 5.932990178000000305e+06 9.416175285604757050e+01 -9.990000000000000000e+02
4.618104870000000228e+05 5.932990169999999925e+06 9.467600103048900451e+01 -9.990000000000000000e+02
4.618104990000000107e+05 5.932990161000000313e+06 9.519210506821241324e+01 -9.990000000000000000e+02
4.618105109999999986e+05 5.932990151999999769e+06 9.570809936052881994e+01 -9.990000000000000000e+02
4.618105219999999972e+05 5.932990143000000156e+06 9.622434098534962743e+01 -9.990000000000000000e+02
4.618105339999999851e+05 5.932990133999999613e+06 9.674041566138470216e+01 -9.990000000000000000e+02
4.618105459999999730e+05 5.932990125000000000e+06 9.725648056824338994e+01 -9.990000000000000000e+02
4.618105569999999716e+05 5.932990115000000224e+06 9.777470711009878812e+01 -9.990000000000000000e+02
4.618108439999999828e+05 5.932990436999999918e+06 9.756577863529251715e+01 -9.990000000000000000e+02
4.618108649999999907e+05 5.932990438000000082e+06 9.805983565608343611e+01 -9.990000000000000000e+02
4.618108859999999986e+05 5.932990439000000246e+06 9.855399165143653306e+01 -9.990000000000000000e+02
4.618109070000000065e+05 5.932990440000000410e+06 9.904804662534023407e+01 -9.990000000000000000e+02
4.618109280000000144e+05 5.932990440999999642e+06 9.954220057602296379e+01 -9.990000000000000000e+02
4.618109490000000224e+05 5.932990440999999642e+06 1.000384211419331848e+02 -9.990000000000000000e+02
4.618109699999999721e+05 5.932990440999999642e+06 1.005345413102147916e+02 -9.990000000000000000e+02
4.618109909999999800e+05 5.932990440999999642e+06 1.010307610924317459e+02 -9.990000000000000000e+02
4.618110119999999879e+05 5.932990440999999642e+06 1.015268804770909696e+02 -9.990000000000000000e+02
4.618110329999999958e+05 5.932990440999999642e+06 1.020230994680707255e+02 -9.990000000000000000e+02
4.618110540000000037e+05 5.932990440999999642e+06 1.025192180634841748e+02 -9.990000000000000000e+02
4.618110750000000116e+05 5.932990440000000410e+06 1.030175052013015318e+02 -9.990000000000000000e+02
4.618110960000000196e+05 5.932990440000000410e+06 1.035136232522281148e+02 -9.990000000000000000e+02
4.618111180000000168e+05 5.932990439000000246e+06 1.040117491177466320e+02 -9.990000000000000000e+02
4.618111390000000247e+05 5.932990438000000082e+06 1.045099359787777615e+02 -9.990000000000000000e+02
4.618111599999999744e+05 5.932990435999999754e+06 1.050102921057079470e+02 -9.990000000000000000e+02
4.618111809999999823e+05 5.932990434999999590e+06 1.055084789396559586e+02 -9.990000000000000000e+02
4.618112019999999902e+05 5.932990433000000194e+06 1.060088350772280563e+02 -9.990000000000000000e+02
4.618112239999999874e+05 5.932990432000000030e+06 1.065068608134185268e+02 -9.990000000000000000e+02
4.618112449999999953e+05 5.932990429999999702e+06 1.070072169696668283e+02 -9.990000000000000000e+02
4.618112660000000033e+05 5.932990428000000305e+06 1.075074731062498472e+02 -9.990000000000000000e+02
4.618112880000000005e+05 5.932990424999999814e+06 1.080097373289868443e+02 -9.990000000000000000e+02
4.618113090000000084e+05 5.932990423000000417e+06 1.085099933746829777e+02 -9.990000000000000000e+02
4.618113300000000163e+05 5.932990419999999925e+06 1.090123183221200378e+02 -9.990000000000000000e+02
4.618113520000000135e+05 5.932990417999999598e+06 1.095125132464155655e+02 -9.990000000000000000e+02
4.618113730000000214e+05 5.932990415000000037e+06 1.100148378556068849e+02 -9.990000000000000000e+02
4.618113950000000186e+05 5.932990411000000313e+06 1.105190695255118669e+02 -9.990000000000000000e+02
4.618114160000000265e+05 5.932990407999999821e+06 1.110214934017600967e+02 -9.990000000000000000e+02
4.618114380000000237e+05 5.932990405000000261e+06 1.115236560454517871e+02 -9.990000000000000000e+02
4.618114589999999735e+05 5.932990400999999605e+06 1.120280469816003261e+02 -9.990000000000000000e+02
4.618114810000000289e+05 5.932990396999999881e+06 1.125322761867373345e+02 -9.990000000000000000e+02
4.618115019999999786e+05 5.932990393000000156e+06 1.130366655025839577e+02 -9.990000000000000000e+02
4.618115239999999758e+05 5.932990389000000432e+06 1.135409931386800224e+02 -9.990000000000000000e+02
4.618115449999999837e+05 5.932990384999999776e+06 1.140453808299679963e+02 -9.990000000000000000e+02
4.618115669999999809e+05 5.932990379999999888e+06 1.145516726374902419e+02 -9.990000000000000000e+02
4.618115889999999781e+05 5.932990375000000000e+06 1.150579628490599902e+02 -9.990000000000000000e+02
4.618116099999999860e+05 5.932990371000000276e+06 1.155623474194158433e+02 -9.990000000000000000e+02
4.618116319999999832e+05 5.932990366000000387e+06 1.160686348893733424e+02 -9.990000000000000000e+02
4.618116539999999804e+05 5.932990360000000335e+06 1.165769845537773790e+02 -9.990000000000000000e+02
4.618116749999999884e+05 5.932990355000000447e+06 1.170834289450649806e+02 -9.990000000000000000e+02
4.618116969999999856e+05 5.932990349000000395e+06 1.175917737603808462e+02 -9.990000000000000000e+02
4.618117189999999828e+05 5.932990343999999575e+06 1.180980538445176649e+02 -9.990000000000000000e+02
4.618117409999999800e+05 5.932990338000000454e+06 1.186063938637581145e+02 -9.990000000000000000e+02
4.618117619999999879e+05 5.932990332000000402e+06 1.191148915793777689e+02 -9.990000000000000000e+02
4.618117839999999851e+05 5.932990325000000186e+06 1.196252862322916428e+02 -9.990000000000000000e+02
4.618118059999999823e+05 5.932990319000000134e+06 1.201335174220156716e+02 -9.990000000000000000e+02
4.618118279999999795e+05 5.932990311999999918e+06 1.206439045933022811e+02 -9.990000000000000000e+02
4.618118499999999767e+05 5.932990305999999866e+06 1.211522297151190912e+02 -9.990000000000000000e+02
4.618118719999999739e+05 5.932990298999999650e+06 1.216626093951227148e+02 -9.990000000000000000e+02
4.618118939999999711e+05 5.932990292000000365e+06 1.221728849368259944e+02 -9.990000000000000000e+02
4.618119160000000265e+05 5.932990283999999985e+06 1.226853119127454192e+02 -9.990000000000000000e+02
4.618119380000000237e+05 5.932990276999999769e+06 1.231956784009481964e+02 -9.990000000000000000e+02
4.618119600000000210e+05 5.932990269000000320e+06 1.237079945952018249e+02 -9.990000000000000000e+02
4.618119820000000182e+05 5.932990260999999940e+06 1.242204049388885210e+02 -9.990000000000000000e+02
4.618120040000000154e+05 5.932990252999999560e+06 1.247327094223710731e+02 -9.990000000000000000e+02
4.618120260000000126e+05 5.932990245000000112e+06 1.252451080417444018e+02 -9.990000000000000000e+02
4.618120480000000098e+05 5.932990236999999732e+06 1.257574008045372977e+02 -9.990000000000000000e+02
4.618120700000000070e+05 5.932990228000000119e+06 1.262718367438163369e+02 -9.990000000000000000e+02
4.618120920000000042e+05 5.932990219999999739e+06 1.267841168390202142e+02 -9.990000000000000000e+02
4.618121140000000014e+05 5.932990211000000127e+06 1.272984380950230019e+02 -9.990000000000000000e+02
4.618124110000000219e+05 5.932990532999999821e+06 1.270703088102349056e+02 -9.990000000000000000e+02
4.618124430000000284e+05 5.932990535000000149e+06 1.275598868462151785e+02 -9.990000000000000000e+02
4.618124739999999874e+05 5.932990536000000313e+06 1.280517242729345071e+02 -9.990000000000000000e+02
4.618125050000000047e+05 5.932990537999999709e+06 1.285414605633159795e+02 -9.990000000000000000e+02
4.618125370000000112e+05 5.932990538999999873e+06 1.290331306379017633e+02 -9.990000000000000000e+02
4.618125680000000284e+05 5.932990540000000037e+06 1.295250624428865365e+02 -9.990000000000000000e+02
4.618125999999999767e+05 5.932990541000000201e+06 1.300167290096233330e+02 -9.990000000000000000e+02
4.618126309999999939e+05 5.932990542000000365e+06 1.305085573817433158e+02 -9.990000000000000000e+02
4.618126630000000005e+05 5.932990542999999598e+06 1.310002204478614374e+02 -9.990000000000000000e+02
4.618126940000000177e+05 5.932990542999999598e+06 1.314941478519890552e+02 -9.990000000000000000e+02
4.618127260000000242e+05 5.932990542999999598e+06 1.319879107346534965e+02 -9.990000000000000000e+02
4.618127569999999832e+05 5.932990542999999598e+06 1.324818364180052868e+02 -9.990000000000000000e+02
4.618127889999999898e+05 5.932990542999999598e+06 1.329755975285408738e+02 -9.990000000000000000e+02
4.618128200000000070e+05 5.932990542999999598e+06 1.334695214896414086e+02 -9.990000000000000000e+02
4.618128520000000135e+05 5.932990542999999598e+06 1.339632808207246057e+02 -9.990000000000000000e+02
4.618128840000000200e+05 5.932990542000000365e+06 1.344591437123988555e+02 -9.990000000000000000e+02
4.618129149999999790e+05 5.932990541000000201e+06 1.349551701004702977e+02 -9.990000000000000000e+02
4.618129469999999856e+05 5.932990540000000037e+06 1.354510323650241617e+02 -9.990000000000000000e+02
4.618129789999999921e+05 5.932990538999999873e+06 1.359468943046932736e+02 -9.990000000000000000e+02
4.618130100000000093e+05 5.932990537999999709e+06 1.364429197905400315e+02 -9.990000000000000000e+02
4.618130420000000158e+05 5.932990536000000313e+06 1.369407864786579125e+02 -9.990000000000000000e+02
4.618130740000000224e+05 5.932990535000000149e+06 1.374366476831138186e+02 -9.990000000000000000e+02
4.618131060000000289e+05 5.932990532999999821e+06 1.379346142319009800e+02 -9.990000000000000000e+02
4.618131379999999772e+05 5.932990531000000425e+06 1.384325807398263350e+02 -9.990000000000000000e+02
4.618131689999999944e+05 5.932990529000000097e+06 1.389307111239276651e+02 -9.990000000000000000e+02
4.618132010000000009e+05 5.932990526999999769e+06 1.394286775713336510e+02 -9.990000000000000000e+02
4.618132330000000075e+05 5.932990524000000209e+06 1.399286497775711382e+02 -9.990000000000000000e+02
4.618132650000000140e+05 5.932990520999999717e+06 1.404287219441955017e+02 -9.990000000000000000e+02
4.618132970000000205e+05 5.932990519000000320e+06 1.409266884311657009e+02 -9.990000000000000000e+02
4.618133290000000270e+05 5.932990515999999829e+06 1.414267605944758657e+02 -9.990000000000000000e+02
4.618133609999999753e+05 5.932990512000000104e+06 1.419288382239880377e+02 -9.990000000000000000e+02
4.618133929999999818e+05 5.932990508999999613e+06 1.424289102380191707e+02 -9.990000000000000000e+02
4.618134249999999884e+05 5.932990504999999888e+06 1.429309874230925459e+02 -9.990000000000000000e+02
4.618134569999999949e+05 5.932990502000000328e+06 1.434310592897836045e+02 -9.990000000000000000e+02
4.618134890000000014e+05 5.932990497999999672e+06 1.439332360323237765e+02 -9.990000000000000000e+02
4.618135210000000079e+05 5.932990493999999948e+06 1.444353124419812389e+02 -9.990000000000000000e+02
4.618135530000000144e+05 5.932990490000000224e+06 1.449374885206837007e+02 -9.990000000000000000e+02
4.618135850000000210e+05 5.932990485000000335e+06 1.454416683786900535e+02 -9.990000000000000000e+02
4.618136170000000275e+05 5.932990480999999680e+06 1.459438435780036798e+02 -9.990000000000000000e+02
4.618136489999999758e+05 5.932990475999999791e+06 1.464480219685541726e+02 -9.990000000000000000e+02
4.618136819999999716e+05 5.932990470999999903e+06 1.469520357418477658e+02 -9.990000000000000000e+02
4.618137139999999781e+05 5.932990466000000015e+06 1.474563123281722881e+02 -9.990000000000000000e+02
4.618137459999999846e+05 5.932990459999999963e+06 1.479625902985029029e+02 -9.990000000000000000e+02
4.618137779999999912e+05 5.932990455000000075e+06 1.484667646886838952e+02 -9.990000000000000000e+02
4.618138109999999870e+05 5.932990449000000022e+06 1.489729760205020455e+02 -9.990000000000000000e+02
4.618138429999999935e+05 5.932990444000000134e+06 1.494771482402560139e+02 -9.990000000000000000e+02
4.618138750000000000e+05 5.932990438000000082e+06 1.499834201035097010e+02 -9.990000000000000000e+02
4.618139070000000065e+05 5.932990432000000030e+06 1.504896901745077855e+02 -9.990000000000000000e+02
4.618139400000000023e+05 5.932990424999999814e+06 1.509978944348938512e+02 -9.990000000000000000e+02
4.618139720000000088e+05 5.932990418999999762e+06 1.515042604471364029e+02 -9.990000000000000000e+02
4.618140050000000047e+05 5.932990411999999546e+06 1.520124595834957688e+02 -9.990000000000000000e+02
4.618140370000000112e+05 5.932990405000000261e+06 1.525208191196894632e+02 -9.990000000000000000e+02
4.618140690000000177e+05 5.932990398000000045e+06 1.530291756990515637e+02 -9.990000000000000000e+02
4.618141020000000135e+05 5.932990390999999829e+06 1.535373661491090331e+02 -9.990000000000000000e+02
4.618141340000000200e+05 5.932990383999999613e+06 1.540456168500747935e+02 -9.990000000000000000e+02
4.618141670000000158e+05 5.932990376000000164e+06 1.545558963537015131e+02 -9.990000000000000000e+02
4.618141990000000224e+05 5.932990368999999948e+06 1.550642405194040521e+02 -9.990000000000000000e+02
4.618142320000000182e+05 5.932990360999999568e+06 1.555745121486519906e+02 -9.990000000000000000e+02
4.618142640000000247e+05 5.932990353000000119e+06 1.560849423509677933e+02 -9.990000000000000000e+02
4.618142970000000205e+05 5.932990343999999575e+06 1.565971969487520994e+02 -9.990000000000000000e+02
4.618146039999999921e+05 5.932990667000000365e+06 1.563433094024936452e+02 -9.990000000000000000e+02
4.618146460000000079e+05 5.932990668999999762e+06 1.568302221653790696e+02 -9.990000000000000000e+02
4.618146880000000237e+05 5.932990672000000253e+06 1.573150876346750238e+02 -9.990000000000000000e+02
4.618147299999999814e+05 5.932990673999999650e+06 1.578019916957100008e+02 -9.990000000000000000e+02
4.618147710000000079e+05 5.932990675999999978e+06 1.582891587388587311e+02 -9.990000000000000000e+02
4.618148130000000237e+05 5.932990678000000305e+06 1.587760549138264423e+02 -9.990000000000000000e+02
4.618148549999999814e+05 5.932990678999999538e+06 1.592650934407056411e+02 -9.990000000000000000e+02
4.618148969999999972e+05 5.932990680999999866e+06 1.597520824286820016e+02 -9.990000000000000000e+02
4.618149390000000130e+05 5.932990682000000030e+06 1.602411151354029926e+02 -9.990000000000000000e+02
4.618149810000000289e+05 5.932990683000000194e+06 1.607302452311036234e+02 -9.990000000000000000e+02
4.618150229999999865e+05 5.932990684000000358e+06 1.612192727304098980e+02 -9.990000000000000000e+02
4.618150650000000023e+05 5.932990684999999590e+06 1.617082976259938789e+02 -9.990000000000000000e+02
4.618151070000000182e+05 5.932990684999999590e+06 1.621995698924859539e+02 -9.990000000000000000e+02
4.618151489999999758e+05 5.932990685999999754e+06 1.626885901936367986e+02 -9.990000000000000000e+02
4.618151909999999916e+05 5.932990685999999754e+06 1.631797589401882931e+02 -9.990000000000000000e+02
4.618152330000000075e+05 5.932990685999999754e+06 1.636709261664533415e+02 -9.990000000000000000e+02
4.618152750000000233e+05 5.932990685999999754e+06 1.641621918627316745e+02 -9.990000000000000000e+02
4.618153169999999809e+05 5.932990684999999590e+06 1.646555083444013405e+02 -9.990000000000000000e+02
4.618153589999999967e+05 5.932990684999999590e+06 1.651466714635367055e+02 -9.990000000000000000e+02
4.618154020000000019e+05 5.932990684000000358e+06 1.656398185590802257e+02 -9.990000000000000000e+02
4.618154440000000177e+05 5.932990683000000194e+06 1.661332324884892557e+02 -9.990000000000000000e+02
4.618154859999999753e+05 5.932990682000000030e+06 1.666265456802250640e+02 -9.990000000000000000e+02
4.618155279999999912e+05 5.932990680999999866e+06 1.671198581403890842e+02 -9.990000000000000000e+02
4.618155700000000070e+05 5.932990679999999702e+06 1.676131698650773956e+02 -9.990000000000000000e+02
4.618156130000000121e+05 5.932990678000000305e+06 1.681084677292959668e+02 -9.990000000000000000e+02
4.618156550000000279e+05 5.932990677000000142e+06 1.686017782853071196e+02 -9.990000000000000000e+02
4.618156969999999856e+05 5.932990674999999814e+06 1.690972432003202641e+02 -9.990000000000000000e+02
4.618157390000000014e+05 5.932990673000000417e+06 1.695927078839686430e+02 -9.990000000000000000e+02
4.618157820000000065e+05 5.932990671000000089e+06 1.700880045656685411e+02 -9.990000000000000000e+02
4.618158240000000224e+05 5.932990667999999598e+06 1.705856242835950809e+02 -9.990000000000000000e+02
4.618158670000000275e+05 5.932990666000000201e+06 1.710809206513470428e+02 -9.990000000000000000e+02
4.618159089999999851e+05 5.932990662999999709e+06 1.715785403053290565e+02 -9.990000000000000000e+02
4.618159510000000009e+05 5.932990660000000149e+06 1.720761599469910834e+02 -9.990000000000000000e+02
4.618159940000000061e+05 5.932990656999999657e+06 1.725736117760097272e+02 -9.990000000000000000e+02
4.618160360000000219e+05 5.932990654000000097e+06 1.730711313900490893e+02 -9.990000000000000000e+02
4.618160790000000270e+05 5.932990650000000373e+06 1.735707389548040851e+02 -9.990000000000000000e+02
4.618161209999999846e+05 5.932990646999999881e+06 1.740683585855506124e+02 -9.990000000000000000e+02
4.618161639999999898e+05 5.932990643000000156e+06 1.745679661126410167e+02 -9.990000000000000000e+02
4.618162060000000056e+05 5.932990639000000432e+06 1.750676413636332427e+02 -9.990000000000000000e+02
4.618162490000000107e+05 5.932990634999999776e+06 1.755672487641206772e+02 -9.990000000000000000e+02
4.618162920000000158e+05 5.932990631000000052e+06 1.760668560979102892e+02 -9.990000000000000000e+02
4.618163339999999735e+05 5.932990626000000164e+06 1.765686863162929683e+02 -9.990000000000000000e+02
4.618163769999999786e+05 5.932990622000000440e+06 1.770682934285013630e+02 -9.990000000000000000e+02
4.618164199999999837e+05 5.932990616999999620e+06 1.775699553289581161e+02 -9.990000000000000000e+02
