date,amount,phase,containment,zone,region
2120-01-01,1468759.0047347713,gas,outside,all,all
2140-01-01,1926732.0553800364,gas,outside,all,all
2160-01-01,2455073.017827889,gas,outside,all,all
2180-01-01,3049449.332811676,gas,outside,all,all
2200-01-01,3705334.470855432,gas,outside,all,all
2020-01-01,666638.4211703702,total,total,toptherys,all
2040-01-01,746149.8137018229,total,total,toptherys,all
2060-01-01,828741.8957557352,total,total,toptherys,all
2080-01-01,914346.2071698947,total,total,toptherys,all
2100-01-01,1002970.9389539398,total,total,toptherys,all
2120-01-01,1094640.1908834896,total,total,toptherys,all
2140-01-01,1189340.5824179724,total,total,toptherys,all
2160-01-01,1286999.6098542297,total,total,toptherys,all
2180-01-01,1387493.9522331518,total,total,toptherys,all
2200-01-01,1490670.639938879,total,total,toptherys,all
2020-01-01,26624.309522785796,aqueous,total,toptherys,all
2040-01-01,29799.84795279191,aqueous,total,toptherys,all
2060-01-01,33098.42344274657,aqueous,total,toptherys,all
2080-01-01,36517.301819984306,aqueous,total,toptherys,all
2100-01-01,40056.810218327606,aqueous,total,toptherys,all
2120-01-01,43717.91113837716,aqueous,total,toptherys,all
2140-01-01,47500.07018598317,aqueous,total,toptherys,all
2160-01-01,51400.391696813924,aqueous,total,toptherys,all
2180-01-01,55413.95045882524,aqueous,total,toptherys,all
2200-01-01,59534.63714677093,aqueous,total,toptherys,all
2020-01-01,640014.1116475844,gas,total,toptherys,all
2040-01-01,716349.965749031,gas,total,toptherys,all
2060-01-01,795643.4723129886,gas,total,toptherys,all
2080-01-01,877828.9053499104,gas,total,toptherys,all
2100-01-01,962914.1287356121,gas,total,toptherys,all
2120-01-01,1050922.2797451124,gas,total,toptherys,all
2140-01-01,1141840.512231989,gas,total,toptherys,all
2160-01-01,1235599.2181574157,gas,total,toptherys,all
2180-01-01,1332080.0017743267,gas,total,toptherys,all
2200-01-01,1431136.002792108,gas,total,toptherys,all
2020-01-01,666638.4211703701,total,contained,toptherys,all
2040-01-01,746149.8137018216,total,contained,toptherys,all
2060-01-01,828741.8957557224,total,contained,toptherys,all
2080-01-01,914346.2071697948,total,contained,toptherys,all
2100-01-01,1002970.938953311,total,contained,toptherys,all
2120-01-01,1094640.1908801822,total,contained,toptherys,all
2140-01-01,1189340.5824030722,total,contained,toptherys,all
2160-01-01,1286999.6097955122,total,contained,toptherys,all
2180-01-01,1387493.9520272098,total,contained,toptherys,all
2200-01-01,1490670.6392866385,total,contained,toptherys,all
2020-01-01,26624.309522785792,aqueous,contained,toptherys,all
2040-01-01,29799.847952791864,aqueous,contained,toptherys,all
2060-01-01,33098.42344274611,aqueous,contained,toptherys,all
2080-01-01,36517.301819980734,aqueous,contained,toptherys,all
2100-01-01,40056.81021830508,aqueous,contained,toptherys,all
2120-01-01,43717.91113825866,aqueous,contained,toptherys,all
2140-01-01,47500.07018544934,aqueous,contained,toptherys,all
2160-01-01,51400.39169471026,aqueous,contained,toptherys,all
2180-01-01,55413.95045144699,aqueous,contained,toptherys,all
2200-01-01,59534.637123403234,aqueous,contained,toptherys,all
2020-01-01,640014.1116475842,gas,contained,toptherys,all
2040-01-01,716349.9657490298,gas,contained,toptherys,all
2060-01-01,795643.4723129763,gas,contained,toptherys,all
2080-01-01,877828.9053498141,gas,contained,toptherys,all
2100-01-01,962914.1287350059,gas,contained,toptherys,all
2120-01-01,1050922.2797419236,gas,contained,toptherys,all
2140-01-01,1141840.5122176227,gas,contained,toptherys,all
2160-01-01,1235599.2181008018,gas,contained,toptherys,all
2180-01-01,1332080.0015757629,gas,contained,toptherys,all
2200-01-01,1431136.0021632353,gas,contained,toptherys,all
2020-01-01,0.0,total,hazardous,toptherys,all
2040-01-01,0.0,total,hazardous,toptherys,all
2060-01-01,0.0,total,hazardous,toptherys,all
2080-01-01,0.0,total,hazardous,toptherys,all
2100-01-01,0.0,total,hazardous,toptherys,all
2120-01-01,0.0,total,hazardous,toptherys,all
2140-01-01,0.0,total,hazardous,toptherys,all
2160-01-01,0.0,total,hazardous,toptherys,all
2180-01-01,0.0,total,hazardous,toptherys,all
2200-01-01,0.0,total,hazardous,toptherys,all
2020-01-01,0.0,aqueous,hazardous,toptherys,all
2040-01-01,0.0,aqueous,hazardous,toptherys,all
2060-01-01,0.0,aqueous,hazardous,toptherys,all
2080-01-01,0.0,aqueous,hazardous,toptherys,all
2100-01-01,0.0,aqueous,hazardous,toptherys,all
2120-01-01,0.0,aqueous,hazardous,toptherys,all
2140-01-01,0.0,aqueous,hazardous,toptherys,all
2160-01-01,0.0,aqueous,hazardous,toptherys,all
2180-01-01,0.0,aqueous,hazardous,toptherys,all
2200-01-01,0.0,aqueous,hazardous,toptherys,all
2020-01-01,0.0,gas,hazardous,toptherys,all
2040-01-01,0.0,gas,hazardous,toptherys,all
2060-01-01,0.0,gas,hazardous,toptherys,all
2080-01-01,0.0,gas,hazardous,toptherys,all
2100-01-01,0.0,gas,hazardous,toptherys,all
2120-01-01,0.0,gas,hazardous,toptherys,all
2140-01-01,0.0,gas,hazardous,toptherys,all
2160-01-01,0.0,gas,hazardous,toptherys,all
2180-01-01,0.0,gas,hazardous,toptherys,all
2200-01-01,0.0,gas,hazardous,toptherys,all
2020-01-01,9.368588377528893e-11,total,outside,toptherys,all
2040-01-01,1.2757563555698988e-09,total,outside,toptherys,all
2060-01-01,1.2813566741957212e-08,total,outside,toptherys,all
2080-01-01,9.98079356857583e-08,total,outside,toptherys,all
2100-01-01,6.288203125078497e-07,total,outside,toptherys,all
2120-01-01,3.3074005424782762e-06,total,outside,toptherys,all
2140-01-01,1.4900265508809288e-05,total,outside,toptherys,all
2160-01-01,5.8717607444774155e-05,total,outside,toptherys,all
2180-01-01,0.00020594213543537366,total,outside,toptherys,all
2200-01-01,0.0006522405822750296,total,outside,toptherys,all
2020-01-01,3.356466586514802e-12,aqueous,outside,toptherys,all
2040-01-01,4.570628367316222e-11,aqueous,outside,toptherys,all
2060-01-01,4.590692523818706e-10,aqueous,outside,toptherys,all
2080-01-01,3.575800192073631e-09,aqueous,outside,toptherys,all
2100-01-01,2.252862739617022e-08,aqueous,outside,toptherys,all
2120-01-01,1.1849361890715672e-07,aqueous,outside,toptherys,all
2140-01-01,5.338290177256013e-07,aqueous,outside,toptherys,all
2160-01-01,2.1036647089885384e-06,aqueous,outside,toptherys,all
2180-01-01,7.3782502602239645e-06,aqueous,outside,toptherys,all
2200-01-01,2.3367701008468645e-05,aqueous,outside,toptherys,all
2020-01-01,9.032941718877412e-11,gas,outside,toptherys,all
2040-01-01,1.2300500718967365e-09,gas,outside,toptherys,all
2060-01-01,1.2354497489575341e-08,gas,outside,toptherys,all
2080-01-01,9.623213549368467e-08,gas,outside,toptherys,all
2100-01-01,6.062916851116795e-07,gas,outside,toptherys,all
2120-01-01,3.1889069235711195e-06,gas,outside,toptherys,all
2140-01-01,1.4366436491083686e-05,gas,outside,toptherys,all
2160-01-01,5.661394273578562e-05,gas,outside,toptherys,all
2180-01-01,0.0001985638851751497,gas,outside,toptherys,all
2200-01-01,0.000628872881266561,gas,outside,toptherys,all
2020-01-01,8835970.902904345,total,total,topvolantis,all
2040-01-01,9591467.360566495,total,total,topvolantis,all
2060-01-01,10395125.178328678,total,total,topvolantis,all
2080-01-01,11253801.70187605,total,total,topvolantis,all
2100-01-01,12171948.594535213,total,total,topvolantis,all
2120-01-01,13151485.8307062,total,total,topvolantis,all
2140-01-01,14192029.135480948,total,total,topvolantis,all
2160-01-01,15291464.74691597,total,total,topvolantis,all
2180-01-01,16446770.00693554,total,total,topvolantis,all
2200-01-01,17654909.874741517,total,total,topvolantis,all
2020-01-01,351961.0076307185,aqueous,total,topvolantis,all
2040-01-01,381579.51876346243,aqueous,total,topvolantis,all
2060-01-01,412903.81076621887,aqueous,total,topvolantis,all
2080-01-01,446163.8364378722,aqueous,total,topvolantis,all
2100-01-01,481504.5605760222,aqueous,total,topvolantis,all
2120-01-01,518986.3714692404,aqueous,total,topvolantis,all
2140-01-01,558594.2581792849,aqueous,total,topvolantis,all
2160-01-01,600256.8277794932,aqueous,total,topvolantis,all
2180-01-01,643873.423469052,aqueous,total,topvolantis,all
2200-01-01,689344.33621662,aqueous,total,topvolantis,all
2020-01-01,8484009.895273626,gas,total,topvolantis,all
2040-01-01,9209887.841803033,gas,total,topvolantis,all
2060-01-01,9982221.367562458,gas,total,topvolantis,all
2080-01-01,10807637.865438176,gas,total,topvolantis,all
2100-01-01,11690444.03395919,gas,total,topvolantis,all
2120-01-01,12632499.459236959,gas,total,topvolantis,all
2140-01-01,13633434.877301663,gas,total,topvolantis,all
2160-01-01,14691207.919136476,gas,total,topvolantis,all
2180-01-01,15802896.583466487,gas,total,topvolantis,all
2200-01-01,16965565.538524892,gas,total,topvolantis,all
2020-01-01,8609416.673724614,total,contained,topvolantis,all
2040-01-01,9229976.931157418,total,contained,topvolantis,all
2060-01-01,9845687.70300468,total,contained,topvolantis,all
2080-01-01,10452646.482206132,total,contained,topvolantis,all
2100-01-01,11047171.596878657,total,contained,topvolantis,all
2120-01-01,11626957.828937361,total,contained,topvolantis,all
2140-01-01,12191271.452465285,total,contained,topvolantis,all
2160-01-01,12740501.182745267,total,contained,topvolantis,all
2180-01-01,13275531.249678776,total,contained,topvolantis,all
2200-01-01,13797207.411835033,total,contained,topvolantis,all
2020-01-01,343844.2295741851,aqueous,contained,topvolantis,all
2040-01-01,368628.2621872831,aqueous,contained,topvolantis,all
2060-01-01,393218.61528663646,aqueous,contained,topvolantis,all
2080-01-01,417459.42993494455,aqueous,contained,topvolantis,all
2100-01-01,441203.66694474884,aqueous,contained,topvolantis,all
2120-01-01,464359.26015565323,aqueous,contained,topvolantis,all
2140-01-01,486896.90590723604,aqueous,contained,topvolantis,all
2160-01-01,508832.1287712559,aqueous,contained,topvolantis,all
2180-01-01,530200.2432598057,aqueous,contained,topvolantis,all
2200-01-01,551035.0274108943,aqueous,contained,topvolantis,all
2020-01-01,8265572.444150429,gas,contained,topvolantis,all
2040-01-01,8861348.668970134,gas,contained,topvolantis,all
2060-01-01,9452469.087718043,gas,contained,topvolantis,all
2080-01-01,10035187.052271187,gas,contained,topvolantis,all
2100-01-01,10605967.929933907,gas,contained,topvolantis,all
2120-01-01,11162598.568781707,gas,contained,topvolantis,all
2140-01-01,11704374.546558049,gas,contained,topvolantis,all
2160-01-01,12231669.05397401,gas,contained,topvolantis,all
2180-01-01,12745331.00641897,gas,contained,topvolantis,all
2200-01-01,13246172.384424139,gas,contained,topvolantis,all
2020-01-01,9.119530445364717,total,hazardous,topvolantis,all
2040-01-01,30.324576141631248,total,hazardous,topvolantis,all
2060-01-01,88.30682484258486,total,hazardous,topvolantis,all
2080-01-01,230.07359673603997,total,hazardous,topvolantis,all
2100-01-01,545.4581424554583,total,hazardous,topvolantis,all
2120-01-01,1192.7507140568289,total,hazardous,topvolantis,all
2140-01-01,2431.9877824751607,total,hazardous,topvolantis,all
2160-01-01,4664.777400184505,total,hazardous,topvolantis,all
2180-01-01,8477.780528944668,total,hazardous,topvolantis,all
2200-01-01,14684.924756770315,total,hazardous,topvolantis,all
2020-01-01,0.3889033927212849,aqueous,hazardous,topvolantis,all
2040-01-01,1.2931949309198973,aqueous,hazardous,topvolantis,all
2060-01-01,3.765854392117447,aqueous,hazardous,topvolantis,all
2080-01-01,9.811514187302684,aqueous,hazardous,topvolantis,all
2100-01-01,23.26112330665002,aqueous,hazardous,topvolantis,all
2120-01-01,50.86498719933651,aqueous,hazardous,topvolantis,all
2140-01-01,103.71239016390811,aqueous,hazardous,topvolantis,all
2160-01-01,198.92995237966724,aqueous,hazardous,topvolantis,all
2180-01-01,361.53589597684294,aqueous,hazardous,topvolantis,all
2200-01-01,626.240253703804,aqueous,hazardous,topvolantis,all
2020-01-01,8.730627052643431,gas,hazardous,topvolantis,all
2040-01-01,29.031381210711352,gas,hazardous,topvolantis,all
2060-01-01,84.54097045046741,gas,hazardous,topvolantis,all
2080-01-01,220.26208254873728,gas,hazardous,topvolantis,all
2100-01-01,522.1970191488083,gas,hazardous,topvolantis,all
2120-01-01,1141.8857268574923,gas,hazardous,topvolantis,all
2140-01-01,2328.2753923112527,gas,hazardous,topvolantis,all
2160-01-01,4465.847447804837,gas,hazardous,topvolantis,all
2180-01-01,8116.244632967825,gas,hazardous,topvolantis,all
2200-01-01,14058.684503066512,gas,hazardous,topvolantis,all
2020-01-01,226545.109649285,total,outside,topvolantis,all
2040-01-01,361460.10483293625,total,outside,topvolantis,all
2060-01-01,549349.1684991553,total,outside,topvolantis,all
2080-01-01,800925.1460731796,total,outside,topvolantis,all
2100-01-01,1124231.5395141,total,outside,topvolantis,all
2120-01-01,1523335.2510547813,total,outside,topvolantis,all
2140-01-01,1998325.6952331883,total,outside,topvolantis,all
2160-01-01,2546298.786770519,total,outside,topvolantis,all
2180-01-01,3162760.9767278177,total,outside,topvolantis,all
2200-01-01,3843017.5381497084,total,outside,topvolantis,all
2020-01-01,8116.389153140719,aqueous,outside,topvolantis,all
2040-01-01,12949.963381248428,aqueous,outside,topvolantis,all
2060-01-01,19681.429625190274,aqueous,outside,topvolantis,all
2080-01-01,28694.594988740322,aqueous,outside,topvolantis,all
2100-01-01,40277.632507966744,aqueous,outside,topvolantis,all
2120-01-01,54576.24632638784,aqueous,outside,topvolantis,all
2140-01-01,71593.63988188488,aqueous,outside,topvolantis,all
2160-01-01,91225.7690558576,aqueous,outside,topvolantis,all
2180-01-01,113311.64431326943,aqueous,outside,topvolantis,all
2200-01-01,137683.06855202198,aqueous,outside,topvolantis,all
2020-01-01,218428.7204961443,gas,outside,topvolantis,all
2040-01-01,348510.14145168784,gas,outside,topvolantis,all
2060-01-01,529667.738873965,gas,outside,topvolantis,all
2080-01-01,772230.5510844393,gas,outside,topvolantis,all
2100-01-01,1083953.907006133,gas,outside,topvolantis,all
2120-01-01,1468759.0047283934,gas,outside,topvolantis,all
2140-01-01,1926732.0553513034,gas,outside,topvolantis,all
2160-01-01,2455073.017714661,gas,outside,topvolantis,all
2180-01-01,3049449.3324145484,gas,outside,topvolantis,all
2200-01-01,3705334.4695976865,gas,outside,topvolantis,all
2020-01-01,666638.4211703702,total,total,topvolon,all
2040-01-01,746149.8137018229,total,total,topvolon,all
2060-01-01,828741.8957557352,total,total,topvolon,all
2080-01-01,914346.2071698947,total,total,topvolon,all
2100-01-01,1002970.9389539398,total,total,topvolon,all
2120-01-01,1094640.1908834896,total,total,topvolon,all
2140-01-01,1189340.5824179724,total,total,topvolon,all
2160-01-01,1286999.6098542297,total,total,topvolon,all
2180-01-01,1387493.9522331518,total,total,topvolon,all
2200-01-01,1490670.639938879,total,total,topvolon,all
2020-01-01,26624.309522785796,aqueous,total,topvolon,all
2040-01-01,29799.84795279191,aqueous,total,topvolon,all
2060-01-01,33098.42344274657,aqueous,total,topvolon,all
2080-01-01,36517.301819984306,aqueous,total,topvolon,all
2100-01-01,40056.810218327606,aqueous,total,topvolon,all
2120-01-01,43717.91113837716,aqueous,total,topvolon,all
2140-01-01,47500.07018598317,aqueous,total,topvolon,all
2160-01-01,51400.391696813924,aqueous,total,topvolon,all
2180-01-01,55413.95045882524,aqueous,total,topvolon,all
2200-01-01,59534.63714677093,aqueous,total,topvolon,all
2020-01-01,640014.1116475844,gas,total,topvolon,all
2040-01-01,716349.965749031,gas,total,topvolon,all
2060-01-01,795643.4723129886,gas,total,topvolon,all
2080-01-01,877828.9053499104,gas,total,topvolon,all
2100-01-01,962914.1287356121,gas,total,topvolon,all
2120-01-01,1050922.2797451124,gas,total,topvolon,all
2140-01-01,1141840.512231989,gas,total,topvolon,all
2160-01-01,1235599.2181574157,gas,total,topvolon,all
2180-01-01,1332080.0017743267,gas,total,topvolon,all
2200-01-01,1431136.002792108,gas,total,topvolon,all
2020-01-01,666638.4211703701,total,contained,topvolon,all
2040-01-01,746149.8137018216,total,contained,topvolon,all
2060-01-01,828741.8957557224,total,contained,topvolon,all
2080-01-01,914346.2071697948,total,contained,topvolon,all
2100-01-01,1002970.938953311,total,contained,topvolon,all
2120-01-01,1094640.1908801822,total,contained,topvolon,all
2140-01-01,1189340.5824030722,total,contained,topvolon,all
2160-01-01,1286999.6097955122,total,contained,topvolon,all
2180-01-01,1387493.9520272098,total,contained,topvolon,all
2200-01-01,1490670.6392866385,total,contained,topvolon,all
2020-01-01,26624.309522785792,aqueous,contained,topvolon,all
2040-01-01,29799.847952791864,aqueous,contained,topvolon,all
2060-01-01,33098.42344274611,aqueous,contained,topvolon,all
2080-01-01,36517.301819980734,aqueous,contained,topvolon,all
2100-01-01,40056.81021830508,aqueous,contained,topvolon,all
2120-01-01,43717.91113825866,aqueous,contained,topvolon,all
2140-01-01,47500.07018544934,aqueous,contained,topvolon,all
2160-01-01,51400.39169471026,aqueous,contained,topvolon,all
2180-01-01,55413.95045144699,aqueous,contained,topvolon,all
2200-01-01,59534.637123403234,aqueous,contained,topvolon,all
2020-01-01,640014.1116475842,gas,contained,topvolon,all
2040-01-01,716349.9657490298,gas,contained,topvolon,all
2060-01-01,795643.4723129763,gas,contained,topvolon,all
2080-01-01,877828.9053498141,gas,contained,topvolon,all
2100-01-01,962914.1287350059,gas,contained,topvolon,all
2120-01-01,1050922.2797419236,gas,contained,topvolon,all
2140-01-01,1141840.5122176227,gas,contained,topvolon,all
2160-01-01,1235599.2181008018,gas,contained,topvolon,all
2180-01-01,1332080.0015757629,gas,contained,topvolon,all
2200-01-01,1431136.0021632353,gas,contained,topvolon,all
2020-01-01,0.0,total,hazardous,topvolon,all
2040-01-01,0.0,total,hazardous,topvolon,all
2060-01-01,0.0,total,hazardous,topvolon,all
2080-01-01,0.0,total,hazardous,topvolon,all
2100-01-01,0.0,total,hazardous,topvolon,all
2120-01-01,0.0,total,hazardous,topvolon,all
2140-01-01,0.0,total,hazardous,topvolon,all
2160-01-01,0.0,total,hazardous,topvolon,all
2180-01-01,0.0,total,hazardous,topvolon,all
2200-01-01,0.0,total,hazardous,topvolon,all
2020-01-01,0.0,aqueous,hazardous,topvolon,all
2040-01-01,0.0,aqueous,hazardous,topvolon,all
2060-01-01,0.0,aqueous,hazardous,topvolon,all
2080-01-01,0.0,aqueous,hazardous,topvolon,all
2100-01-01,0.0,aqueous,hazardous,topvolon,all
2120-01-01,0.0,aqueous,hazardous,topvolon,all
2140-01-01,0.0,aqueous,hazardous,topvolon,all
2160-01-01,0.0,aqueous,hazardous,topvolon,all
2180-01-01,0.0,aqueous,hazardous,topvolon,all
2200-01-01,0.0,aqueous,hazardous,topvolon,all
2020-01-01,0.0,gas,hazardous,topvolon,all
2040-01-01,0.0,gas,hazardous,topvolon,all
2060-01-01,0.0,gas,hazardous,topvolon,all
2080-01-01,0.0,gas,hazardous,topvolon,all
2100-01-01,0.0,gas,hazardous,topvolon,all
2120-01-01,0.0,gas,hazardous,topvolon,all
2140-01-01,0.0,gas,hazardous,topvolon,all
2160-01-01,0.0,gas,hazardous,topvolon,all
2180-01-01,0.0,gas,hazardous,topvolon,all
2200-01-01,0.0,gas,hazardous,topvolon,all
2020-01-01,9.368588377528893e-11,total,outside,topvolon,all
2040-01-01,1.2757563555698988e-09,total,outside,topvolon,all
2060-01-01,1.2813566741957212e-08,total,outside,topvolon,all
2080-01-01,9.98079356857583e-08,total,outside,topvolon,all
2100-01-01,6.288203125078497e-07,total,outside,topvolon,all
2120-01-01,3.3074005424782762e-06,total,outside,topvolon,all
2140-01-01,1.4900265508809288e-05,total,outside,topvolon,all
2160-01-01,5.8717607444774155e-05,total,outside,topvolon,all
2180-01-01,0.00020594213543537366,total,outside,topvolon,all
2200-01-01,0.0006522405822750296,total,outside,topvolon,all
2020-01-01,3.356466586514802e-12,aqueous,outside,topvolon,all
2040-01-01,4.570628367316222e-11,aqueous,outside,topvolon,all
2060-01-01,4.590692523818706e-10,aqueous,outside,topvolon,all
2080-01-01,3.575800192073631e-09,aqueous,outside,topvolon,all
2100-01-01,2.252862739617022e-08,aqueous,outside,topvolon,all
2120-01-01,1.1849361890715672e-07,aqueous,outside,topvolon,all
2140-01-01,5.338290177256013e-07,aqueous,outside,topvolon,all
2160-01-01,2.1036647089885384e-06,aqueous,outside,topvolon,all
2180-01-01,7.3782502602239645e-06,aqueous,outside,topvolon,all
2200-01-01,2.3367701008468645e-05,aqueous,outside,topvolon,all
2020-01-01,9.032941718877412e-11,gas,outside,topvolon,all
2040-01-01,1.2300500718967365e-09,gas,outside,topvolon,all
2060-01-01,1.2354497489575341e-08,gas,outside,topvolon,all
2080-01-01,9.623213549368467e-08,gas,outside,topvolon,all
2100-01-01,6.062916851116795e-07,gas,outside,topvolon,all
2120-01-01,3.1889069235711195e-06,gas,outside,topvolon,all
2140-01-01,1.4366436491083686e-05,gas,outside,topvolon,all
2160-01-01,5.661394273578562e-05,gas,outside,topvolon,all
2180-01-01,0.0001985638851751497,gas,outside,topvolon,all
2200-01-01,0.000628872881266561,gas,outside,topvolon,all
