X_UTME,Y_UTMN,REGION,OBS,OBS_ERROR
460252.862741317,5929184.50878218,1,0.002222,0.005
460327.510294277,5929055.31250997,1,0.001494,0.005
460402.146756831,5928926.1596557,1,-0.000743,0.005
460476.784387556,5928796.99848583,1,0.002038,0.005
460551.433903645,5928667.7429118,1,-0.001634,0.005
460626.087345422,5928538.45164992,1,-0.000156,0.005
460700.73669295,5928409.18619616,1,0.000265,0.005
460775.38707111,5928279.90919004,1,-0.00117,0.005
460850.038404171,5928150.61829601,1,-0.0021,0.005
460924.688490903,5928021.33764778,1,0.001466,0.005
460999.338681557,5927892.06495558,1,0.001243,0.005
461073.990989566,5927762.79018888,1,0.001556,0.005
461148.644310472,5927633.50211527,1,0.001727,0.005
461223.297800218,5927504.20172244,1,-0.000703,0.005
461297.952496062,5927374.90106333,1,0.001316,0.005
461372.60704358,5927245.59704224,1,-0.000661,0.005
461447.260287482,5927116.28856672,1,0.000192,0.005
461521.914490257,5926986.97843612,1,-0.003125,0.005
461596.570210157,5926857.66785831,1,-0.001082,0.005
461671.227637569,5926728.3577801,1,0.000508,0.005
456427.1594503,5936114.23596567,1,0.000414,0.005
456502.547559195,5935984.7080469,1,-0.000791,0.005
456577.912163765,5935855.11107245,1,-0.001217,0.005
456653.06940957,5935725.50219931,1,-0.000544,0.005
456728.388962079,5935595.85448818,1,-9.5E-05,0.005
456803.809356644,5935466.18451851,1,-0.000134,0.005
456879.245992997,5935336.5181704,1,0.001241,0.005
456954.490197933,5935206.98156589,1,-0.001895,0.005
457029.580195786,5935077.52788709,1,-0.000877,0.005
457104.880422444,5934948.08130409,1,-0.000958,0.005
457179.545235636,5934818.8786459,1,0.000376,0.005
457253.241822664,5934689.91624701,1,0.000571,0.005
457326.965627995,5934560.92527393,1,0.003167,0.005
457401.097468262,5934431.84267251,1,0.002504,0.005
457475.425930891,5934302.73770974,1,-0.000402,0.005
457549.817956727,5934173.65546143,1,0.001287,0.005
457623.918864504,5934044.58566439,1,-0.000441,0.005
457697.993639126,5933915.5020843,1,0.000466,0.005
457772.468926119,5933786.51589255,1,0.000611,0.005
457847.007661846,5933657.5987205,1,-0.00086,0.005
457921.329792219,5933528.76424357,1,-0.000201,0.005
457995.527398235,5933400.01271882,1,0.000445,0.005
458069.494940799,5933271.24627452,1,-0.000629,0.005
458143.298464614,5933142.39060142,1,0.000413,0.005
458217.077596008,5933013.23404382,1,0.00066,0.005
458291.153874935,5932883.57866291,1,0.001199,0.005
458365.390565272,5932754.03070006,1,0.001237,0.005
458439.636245368,5932624.79219827,1,0.001089,0.005
458513.971587846,5932495.53961726,1,0.000834,0.005
458588.276629258,5932366.39677231,1,-0.001853,0.005
458662.821157219,5932237.04867901,1,-0.000696,0.005
458737.055002444,5932107.98974499,1,0.00084,0.005
458811.421474306,5931978.82502878,1,-0.000141,0.005
458886.163986534,5931849.30461771,1,0.000526,0.005
458960.747846804,5931719.91803721,1,0.001466,0.005
459035.87052812,5931590.09840301,1,0.000869,0.005
459111.025667012,5931460.25579754,1,-0.00054,0.005
459185.952176518,5931330.58402129,1,-0.000467,0.005
459260.947559542,5931200.8576067,1,0.001286,0.005
459335.702710095,5931071.23406689,1,0.001113,0.005
459410.453416971,5930941.60951751,1,-0.001505,0.005
459485.299507505,5930811.92193306,1,0.001066,0.005
459560.166714637,5930682.28233212,1,-0.003041,0.005
459635.10466323,5930552.70327347,1,0.000678,0.005
459709.9969088,5930423.21629572,1,-0.002622,0.005
459784.890330051,5930293.86454437,1,0.000465,0.005
459859.701177716,5930164.52977874,1,0.000949,0.005
459934.41454965,5930035.10351934,1,0.000205,0.005
460009.131245661,5929905.73998806,1,0.000922,0.005
460083.855750869,5929776.47853229,1,0.001652,0.005
460158.555114974,5929647.18539216,1,-7.4E-05,0.005
460233.231685007,5929517.77726752,1,0.000519,0.005
460307.913951265,5929388.4614892,1,-0.001826,0.005
460382.607070824,5929259.33101822,1,-0.002873,0.005
460457.286034463,5929130.20294749,1,0.001813,0.005
460531.956730999,5929001.07839656,1,-0.000762,0.005
460606.620308751,5928871.92528438,1,0.000255,0.005
460681.280071536,5928742.66078851,1,-0.002458,0.005
460755.937964226,5928613.35569232,1,0.000456,0.005
460830.594931585,5928484.08047556,1,0.000988,0.005
460905.251382781,5928354.80529293,1,0.000476,0.005
460979.906940165,5928225.52721942,1,0.00107,0.005
461054.561358795,5928096.25860527,1,-0.001756,0.005
461129.216585783,5927967.00114678,1,0.000816,0.005
461203.873590879,5927837.74204539,1,0.000989,0.005
461278.528829879,5927708.46400419,1,-0.002895,0.005
461353.183526455,5927579.17226686,1,0.000373,0.005
461427.838776725,5927449.87785677,1,-0.001949,0.005
461502.491869497,5927320.57595388,1,0.001191,0.005
461577.143832804,5927191.26960051,1,-0.000208,0.005
461651.796461539,5927061.96100517,1,8.2E-05,0.005
461726.44885302,5926932.65051994,1,0.002113,0.005
461801.10447645,5926803.34127307,1,-0.002127,0.005
456557.86257553,5936189.63738262,1,-0.000393,0.005
456633.463991785,5936060.11362213,1,-1.2E-05,0.005
456709.191820513,5935930.51141627,1,0.001035,0.005
456784.782817111,5935800.8681696,1,0.00036,0.005
456860.28826369,5935671.20490248,1,0.000851,0.005
456935.609542922,5935541.59707305,1,0.000867,0.005
457010.727261834,5935412.03984439,1,0.000504,0.005
457085.793650946,5935282.53956318,1,0.00138,0.005
457161.362169727,5935153.07936673,1,0.00185,0.005
457237.441844585,5935023.65742345,1,0.001471,0.005
457312.799372084,5934894.41633157,1,0.00018,0.005
457386.543159877,5934765.39488434,1,-0.000765,0.005
457459.976837163,5934636.41980554,1,0.000314,0.005
457533.690668387,5934507.37349504,1,0.000886,0.005
457607.391343644,5934378.30626561,1,-0.000495,0.005
457681.64630627,5934249.24605747,1,0.000171,0.005
457755.660392746,5934120.18505984,1,0.000287,0.005
457829.672074764,5933991.15577228,1,0.001951,0.005
457904.030514138,5933862.2103994,1,-0.000433,0.005
457978.184969198,5933733.25610753,1,-5E-06,0.005
458052.192551486,5933604.33451667,1,5.6E-05,0.005
458126.366239247,5933475.68261878,1,0.000212,0.005
458200.411598817,5933347.26256811,1,0.001383,0.005
458273.989799017,5933218.61106811,1,0.000438,0.005
458347.334191794,5933089.35570143,1,-0.000315,0.005
458420.969108045,5932959.55435379,1,-6.7E-05,0.005
458495.001917608,5932829.68378354,1,0.001159,0.005
458569.152053668,5932700.17193072,1,-0.00102,0.005
458643.508029802,5932570.71765163,1,0.000595,0.005
458717.994798142,5932441.27097621,1,0.000207,0.005
458792.347244095,5932312.03554443,1,-0.000295,0.005
458866.089077691,5932183.32384767,1,0.00018,0.005
458940.065861921,5932054.41435904,1,0.0013,0.005
459014.792872043,5931924.88917435,1,-0.001297,0.005
459089.533759387,5931795.35297804,1,-0.000827,0.005
459164.907387212,5931665.3790852,1,0.001356,0.005
459240.45331755,5931535.30299847,1,0.001749,0.005
459315.599763578,5931405.50902366,1,0.000211,0.005
459390.446741834,5931275.84963927,1,0.001045,0.005
459464.960911915,5931146.28272234,1,0.002623,0.005
459539.545094506,5931016.61659072,1,0.000631,0.005
459614.412663961,5930886.86985055,1,0.001129,0.005
459689.507517674,5930757.17666736,1,-0.000723,0.005
459764.470356985,5930627.52461234,1,0.00144,0.005
459839.426220301,5930498.02290806,1,0.000955,0.005
459914.4665449,5930368.72127913,1,-0.001031,0.005
459989.303772379,5930239.35897958,1,-0.000852,0.005
460063.983038973,5930109.81625976,1,-0.000827,0.005
460138.683193913,5929980.36024201,1,-0.00027,0.005
460213.436032017,5929851.05641407,1,-0.000411,0.005
460288.15592893,5929721.72346912,1,-0.000745,0.005
460362.858971022,5929592.35443954,1,0.000332,0.005
460437.591374787,5929463.17272925,1,-0.00049,0.005
460512.343924206,5929334.18225753,1,-0.000268,0.005
460587.053723718,5929205.07141894,1,-0.00184,0.005
460661.74786667,5929075.92670776,1,1.9E-05,0.005
460736.440763595,5928946.7787308,1,0.00068,0.005
460811.109423344,5928817.50718057,1,0.000227,0.005
460885.766505355,5928688.18099433,1,-0.000484,0.005
460960.427684687,5928558.89330403,1,-0.000369,0.005
461035.097915572,5928429.66516666,1,0.001615,0.005
461109.763427537,5928300.42884496,1,-0.001116,0.005
461184.423810373,5928171.17558746,1,0.001066,0.005
461259.085917481,5928041.9336063,1,0.001078,0.005
461333.747595198,5927912.68295171,1,0.001304,0.005
461408.406981082,5927783.41747646,1,0.002612,0.005
461483.063537445,5927654.13580431,1,0.001193,0.005
461557.719455417,5927524.84760812,1,-0.001897,0.005
461632.373350689,5927395.55109659,1,0.001011,0.005
461707.025009346,5927266.24855438,1,0.000139,0.005
461781.675812129,5927136.94159312,1,0.001722,0.005
461856.325546136,5927007.63192052,1,0.002551,0.005
461930.976816819,5926878.32216466,1,-0.002121,0.005
456688.755656153,5936265.13625373,1,-0.000649,0.005
456764.686341517,5936135.63119783,1,-0.000441,0.005
456840.333514504,5936005.969255,1,0.000243,0.005
456916.139564948,5935876.28752281,1,-0.000539,0.005
456992.472499095,5935746.66509055,1,-0.001094,0.005
457068.214803371,5935617.04147006,1,1.1E-05,0.005
457142.959863277,5935487.48787519,1,-0.000285,0.005
457217.158008184,5935358.05220607,1,0.000829,0.005
457292.864543288,5935228.64387267,1,0.001698,0.005
457370.097865454,5935099.29412154,1,0.000147,0.005
457445.964612769,5934970.11477789,1,0.000297,0.005
457520.063074447,5934841.07964288,1,-0.001067,0.005
457593.983527451,5934712.10224418,1,-0.001122,0.005
457667.173544408,5934583.05155061,1,-0.000403,0.005
457740.186044931,5934453.98185836,1,-0.001893,0.005
457814.54217504,5934325.04884429,1,-0.000227,0.005
457889.00525522,5934196.19135919,1,-7E-06,0.005
457962.496283839,5934067.12672948,1,0.00022,0.005
458035.580432274,5933937.91691695,1,0.000215,0.005
458109.315266925,5933808.91815835,1,-0.000764,0.005
458183.230027029,5933679.99186945,1,-0.000392,0.005
458257.153881452,5933551.20514256,1,0.000642,0.005
458331.234944789,5933422.89874734,1,-0.000312,0.005
458404.872944879,5933294.63830063,1,0.000668,0.005
458477.91286982,5933165.65410267,1,0.001147,0.005
458550.930707258,5933036.01511278,1,0.000655,0.005
458624.435485241,5932906.07390296,1,0.0011,0.005
458698.398092721,5932776.15096837,1,0.001195,0.005
458772.806663504,5932646.30143542,1,-0.000665,0.005
458847.418968802,5932516.57086281,1,0.001906,0.005
458921.833847879,5932387.20377578,1,0.002508,0.005
458995.393394016,5932258.55220632,1,0.003459,0.005
459069.048482613,5932129.82019049,1,-0.000461,0.005
459143.964853091,5932000.15268453,1,-0.000568,0.005
459219.146399255,5931870.31243121,1,0.001105,0.005
459294.777149978,5931740.2208565,1,-0.003326,0.005
459370.429699047,5931610.13233677,1,0.000843,0.005
459445.49548902,5931480.41095932,1,-0.000267,0.005
459519.982540018,5931350.8993164,1,-0.000372,0.005
459594.017480278,5931221.44721773,1,-0.000111,0.005
459668.500718055,5931091.72066236,1,0.000557,0.005
459743.533384908,5930961.86839777,1,-2.6E-05,0.005
459818.768365248,5930832.09615602,1,0.001441,0.005
459893.705924219,5930702.33887688,1,0.000832,0.005
459968.775470288,5930572.82387533,1,0.000743,0.005
460044.000234607,5930443.53883731,1,0.000727,0.005
460118.848153202,5930314.11672375,1,-0.001696,0.005
460193.494825763,5930184.49898985,1,-0.000875,0.005
460268.167749443,5930054.94442679,1,0.000831,0.005
460342.921955649,5929925.54835842,1,0.000552,0.005
460417.675136873,5929796.21183144,1,0.00039,0.005
460492.466011321,5929667.02534876,1,0.001523,0.005
460567.290340895,5929538.02988613,1,0.000829,0.005
460642.087313382,5929409.04881351,1,-0.002366,0.005
460716.799693113,5929279.85559798,1,-0.001366,0.005
460791.495122317,5929150.63008349,1,0.001931,0.005
460866.19739208,5929021.44833777,1,0.00056,0.005
460940.880440394,5928892.19802158,1,0.000775,0.005
461015.55940716,5928762.93729235,1,0.000846,0.005
461090.243306242,5928633.71373756,1,-0.001415,0.005
461164.932721484,5928504.53625298,1,0.000581,0.005
461239.613949224,5928375.33840921,1,0.000269,0.005
461314.281564227,5928246.09534665,1,-0.001031,0.005
461388.948865905,5928116.85856722,1,-0.000735,0.005
461463.612648287,5927987.6094366,1,0.000211,0.005
461538.277780803,5927858.35941415,1,0.000714,0.005
461612.941900527,5927729.09707732,1,-0.003719,0.005
461687.601577125,5927599.8188342,1,0.001031,0.005
461762.256331925,5927470.52744767,1,-0.003094,0.005
461836.905016907,5927341.2260282,1,0.000206,0.005
461911.548204814,5927211.9166644,1,0.004547,0.005
461986.192351562,5927082.6064483,1,0.000101,0.005
462060.841661348,5926953.29837747,1,-0.002169,0.005
456819.713951946,5936340.67773226,1,-0.000842,0.005
456895.98445633,5936211.19995538,1,-0.00019,0.005
456971.591991259,5936081.47152171,1,-0.00066,0.005
457047.323909768,5935951.72235905,1,-0.000414,0.005
457124.571554576,5935822.15334857,1,0.000563,0.005
457201.366151392,5935692.5594249,1,0.001433,0.005
457276.178659984,5935562.95553873,1,0.0008,0.005
457349.854157673,5935433.46463718,1,0.000326,0.005
457424.972393306,5935304.09712576,1,0.000542,0.005
457502.818910153,5935174.89035652,1,-0.000597,0.005
457579.806693403,5935045.85432761,1,0.000945,0.005
457655.035982569,5934916.94426006,1,-0.000535,0.005
457729.475242858,5934788.06562807,1,-0.000732,0.005
457801.925366947,5934659.02733703,1,-0.000955,0.005
457874.060176968,5934529.90230501,1,0.001865,0.005
457948.231756865,5934401.08248706,1,-0.00101,0.005
458023.151641481,5934272.50342569,1,-0.001948,0.005
458095.874733655,5934143.38733376,1,0.001596,0.005
458167.411605754,5934013.76526398,1,0.001024,0.005
458240.405876389,5933884.52905326,1,0.000757,0.005
458314.247355132,5933755.6246237,1,0.000444,0.005
458388.027930296,5933626.76566483,1,0.000461,0.005
458461.968981399,5933498.31630615,1,0.000164,0.005
458535.725969086,5933370.34746643,1,9E-05,0.005
458608.751458014,5933242.23253112,1,-0.001151,0.005
458681.245305699,5933112.99504018,1,0.001607,0.005
458753.948377285,5932983.00692011,1,0.001003,0.005
458827.495397474,5932852.75700113,1,-0.000246,0.005
458901.730402733,5932722.48299088,1,-0.000247,0.005
458976.155595676,5932592.64981816,1,-0.000983,0.005
459050.59863649,5932463.09215207,1,0.000743,0.005
459124.491574622,5932334.08630178,1,-0.00059,0.005
459198.350142495,5932205.14885973,1,-0.001737,0.005
459273.249756958,5932075.48580461,1,-0.000332,0.005
459348.814480714,5931945.40403539,1,2.6E-05,0.005
459424.574272498,5931815.24352347,1,0.001987,0.005
459500.016524636,5931685.2935077,1,0.001128,0.005
459574.909214569,5931555.64346148,1,-0.000392,0.005
459649.07420058,5931426.22639921,1,0.000365,0.005
459722.996560597,5931296.74644427,1,0.001293,0.005
459797.694510063,5931166.89037461,1,0.000308,0.005
459872.840931201,5931036.93254025,1,0.000786,0.005
459947.946592708,5930907.04882079,1,0.001312,0.005
460022.879928262,5930777.2008403,1,-0.000976,0.005
460098.126030818,5930647.64853588,1,-0.00087,0.005
460173.475187985,5930518.33322051,1,-0.000649,0.005
460248.358164445,5930388.87131381,1,-8.5E-05,0.005
460323.011789542,5930259.23274966,1,0.000705,0.005
460397.657049917,5930129.60621121,1,0.000257,0.005
460472.359658792,5930000.07119195,1,0.000792,0.005
460547.192224622,5929870.8232042,1,-0.000484,0.005
460622.142340316,5929741.88966418,1,-0.001385,0.005
460697.034145385,5929612.96437438,1,0.000728,0.005
460771.805167105,5929483.83520835,1,-0.000635,0.005
460846.493285968,5929354.5311538,1,0.001275,0.005
460921.190407933,5929225.26077888,1,0.000444,0.005
460995.904239897,5929096.05150767,1,0.001537,0.005
461070.609752676,5928966.83516423,1,0.00154,0.005
461145.311510206,5928837.63131081,1,-0.000395,0.005
461220.033988295,5928708.50545127,1,0.001648,0.005
461294.758413485,5928579.39980769,1,0.000848,0.005
461369.456234495,5928450.2282138,1,-0.00086,0.005
461444.13386247,5928321.00243602,1,-0.000338,0.005
461518.811963318,5928191.78501484,1,-0.003319,0.005
461593.478218246,5928062.53992716,1,0.001989,0.005
461668.146259817,5927933.2966964,1,-0.002077,0.005
461742.816205903,5927804.05077401,1,-0.002635,0.005
461817.481759553,5927674.78578688,1,-0.000829,0.005
461892.133419316,5927545.4972011,1,-0.000633,0.005
461966.776265166,5927416.19432011,1,-0.000975,0.005
462041.420600821,5927286.89110606,1,-0.000979,0.005
462116.058073438,5927157.58033777,1,0.001109,0.005
462190.701488432,5927028.27160251,1,0.002098,0.005
456950.567904951,5936416.18469393,1,0.00014,0.005
457026.794864444,5936286.631527,1,0.000379,0.005
457102.95222396,5936156.9516422,1,0.001119,0.005
457179.561708425,5936027.30124319,1,0.000184,0.005
457257.180899062,5935897.73207909,1,-0.000278,0.005
457334.463590812,5935768.11942377,1,0.001555,0.005
457409.292254946,5935638.44589752,1,0.001212,0.005
457482.684658597,5935508.87096769,1,0.001172,0.005
457557.744128697,5935379.52190038,1,0.000848,0.005
457635.717444811,5935250.44194695,1,0.00059,0.005
457714.040866281,5935121.58925657,1,0.001029,0.005
457790.566921625,5934992.86109871,1,0.001481,0.005
457864.93267485,5934864.090074,1,-0.000246,0.005
457937.819454966,5934735.23889012,1,-0.000788,0.005
458009.607304519,5934606.16101208,1,-0.000533,0.005
458082.672684778,5934477.34216191,1,0.001483,0.005
458157.647921328,5934349.02446597,1,0.00067,0.005
458229.466924179,5934219.77694494,1,-0.000124,0.005
458298.82458947,5934089.37836806,1,0.000874,0.005
458370.484468302,5933959.55760397,1,0.000207,0.005
458444.858824057,5933831.00970242,1,-0.002152,0.005
458519.317128544,5933702.66850671,1,-0.000744,0.005
458592.905743646,5933573.89630036,1,-0.000357,0.005
458666.568970742,5933445.91642707,1,-0.001388,0.005
458739.824107224,5933318.66427903,1,0.000854,0.005
458811.928665569,5933189.95810246,1,0.001926,0.005
458883.846250774,5933060.08628538,1,-0.001402,0.005
458956.7790311,5932929.60389063,1,0.001795,0.005
459030.787389948,5932798.83234356,1,2.7E-05,0.005
459104.873157355,5932668.93516767,1,1.6E-05,0.005
459178.788319077,5932539.62267216,1,0.000367,0.005
459252.8440187,5932410.37101316,1,5.5E-05,0.005
459327.572191873,5932280.72655503,1,7.5E-05,0.005
459403.045743332,5932150.63332772,1,0.000219,0.005
459478.987994114,5932020.30460573,1,-0.000221,0.005
459554.509041821,5931890.28951072,1,-0.000192,0.005
459629.522285927,5931760.60127046,1,0.002263,0.005
459704.016134094,5931631.1199315,1,-0.000741,0.005
459777.838372062,5931501.83081439,1,0.000305,0.005
459852.076390924,5931372.15917336,1,0.000418,0.005
459927.060380111,5931242.14437963,1,-0.000711,0.005
460002.259118967,5931112.08497747,1,-0.000287,0.005
460077.085683154,5930982.07529808,1,-0.000118,0.005
460152.070857421,5930852.16202142,1,0.00124,0.005
460227.63495682,5930722.59391507,1,0.002379,0.005
460302.955379349,5930593.1515389,1,0.003091,0.005
460377.781665491,5930463.58188237,1,0.001627,0.005
460452.489618753,5930333.9572403,1,-0.000773,0.005
460527.120510989,5930204.26847718,1,-0.000499,0.005
460601.825879361,5930074.69835426,1,-0.000719,0.005
460676.752750819,5929945.53667685,1,-0.000172,0.005
460751.751244188,5929816.61254355,1,0.00072,0.005
460826.629942187,5929687.57282498,1,0.002384,0.005
460901.368145167,5929558.30273053,1,0.000289,0.005
460976.067969262,5929428.98028714,1,0.000416,0.005
461050.836419437,5929299.83351456,1,-0.000408,0.005
461125.621045361,5929170.75536692,1,-0.00131,0.005
461200.349810374,5929041.56673473,1,0.000144,0.005
461275.072227501,5928912.38324159,1,-0.000855,0.005
461349.82593172,5928783.30569106,1,-0.002892,0.005
461424.584385539,5928654.26359028,1,0.003289,0.005
461499.299976939,5928525.11804065,1,0.001988,0.005
461573.976672325,5928395.8791534,1,0.000729,0.005
461648.666866896,5928266.68570106,1,0.00171,0.005
461723.35266128,5928137.48408931,1,0.002747,0.005
461798.026717499,5928008.25468163,1,0.001104,0.005
461872.69136389,5927879.00246665,1,0.000168,0.005
461947.351133706,5927749.73652338,1,-0.001056,0.005
462022.000992591,5927620.45352029,1,-0.001009,0.005
462096.64430998,5927491.15905723,1,-0.001862,0.005
462171.287877337,5927361.86097157,1,-0.004113,0.005
462245.920999188,5927232.55207759,1,0.000141,0.005
462320.558250621,5927103.24293904,1,-0.002446,0.005
457081.513658554,5936491.73610245,1,0.001285,0.005
457157.84664141,5936362.13520272,1,-0.000215,0.005
457234.200135113,5936232.42314668,1,-0.000433,0.005
457311.632853496,5936102.82793362,1,-0.000575,0.005
457390.201319328,5935973.33495507,1,0.001051,0.005
457467.699314525,5935843.68366572,1,-0.000524,0.005
457542.839904434,5935713.95370717,1,2.1E-05,0.005
457616.772710079,5935584.34281656,1,0.002265,0.005
457690.933472555,5935454.92273765,1,-0.001499,0.005
457768.220711967,5935325.87944326,1,0.000424,0.005
457846.751674501,5935197.13265684,1,0.002443,0.005
457922.687021737,5935068.40921917,1,0.001091,0.005
457997.491767272,5934939.75116773,1,-0.000693,0.005
458073.250178495,5934811.42524787,1,-0.000241,0.005
458147.185890538,5934682.89436177,1,0.000745,0.005
