date,amount,phase,containment,zone,region
2020-01-01,0.0,total,outside,toptherys,all
2040-01-01,0.0,total,outside,toptherys,all
2060-01-01,0.0,total,outside,toptherys,all
2080-01-01,0.0,total,outside,toptherys,all
2100-01-01,0.0,total,outside,toptherys,all
2120-01-01,0.0,total,outside,toptherys,all
2140-01-01,0.0,total,outside,toptherys,all
2160-01-01,1.1098299665496888e-11,total,outside,toptherys,all
2180-01-01,1.0612716599933084e-10,total,outside,toptherys,all
2200-01-01,6.635320981770202e-10,total,outside,toptherys,all
2020-01-01,0.0,aqueous,outside,toptherys,all
2040-01-01,0.0,aqueous,outside,toptherys,all
2060-01-01,0.0,aqueous,outside,toptherys,all
2080-01-01,0.0,aqueous,outside,toptherys,all
2100-01-01,0.0,aqueous,outside,toptherys,all
2120-01-01,0.0,aqueous,outside,toptherys,all
2140-01-01,0.0,aqueous,outside,toptherys,all
2160-01-01,3.2236972695086035e-13,aqueous,outside,toptherys,all
2180-01-01,3.082651086781696e-12,aqueous,outside,toptherys,all
2200-01-01,1.9273462400501937e-11,aqueous,outside,toptherys,all
2020-01-01,0.0,gas,outside,toptherys,all
2040-01-01,0.0,gas,outside,toptherys,all
2060-01-01,0.0,gas,outside,toptherys,all
2080-01-01,0.0,gas,outside,toptherys,all
2100-01-01,0.0,gas,outside,toptherys,all
2120-01-01,0.0,gas,outside,toptherys,all
2140-01-01,0.0,gas,outside,toptherys,all
2160-01-01,1.0775929938546027e-11,gas,outside,toptherys,all
2180-01-01,1.0304451491254915e-10,gas,outside,toptherys,all
2200-01-01,6.442586357765183e-10,gas,outside,toptherys,all
2020-01-01,6828442.81597741,total,total,topvolantis,all
2040-01-01,7418154.098245953,total,total,topvolantis,all
2060-01-01,8014155.849428733,total,total,topvolantis,all
2080-01-01,8623607.357255317,total,total,topvolantis,all
2100-01-01,9252953.428712618,total,total,topvolantis,all
2120-01-01,9907267.609598173,total,total,topvolantis,all
2140-01-01,10589914.386093054,total,total,topvolantis,all
2160-01-01,11302584.851882989,total,total,topvolantis,all
2180-01-01,12045598.25470327,total,total,topvolantis,all
2200-01-01,12818315.461613143,total,total,topvolantis,all
2020-01-01,292738.1895713336,aqueous,total,topvolantis,all
2040-01-01,317849.20314750273,aqueous,total,topvolantis,all
2060-01-01,343085.2648440829,aqueous,total,topvolantis,all
2080-01-01,368690.80592463125,aqueous,total,topvolantis,all
2100-01-01,394880.8288700754,aqueous,total,topvolantis,all
2120-01-01,421824.19131123007,aqueous,total,topvolantis,all
2140-01-01,449636.8106923223,aqueous,total,topvolantis,all
2160-01-01,478384.00952355587,aqueous,total,topvolantis,all
2180-01-01,508088.2512609427,aqueous,total,topvolantis,all
2200-01-01,538738.9085372814,aqueous,total,topvolantis,all
2020-01-01,6535704.626406077,gas,total,topvolantis,all
2040-01-01,7100304.895098451,gas,total,topvolantis,all
2060-01-01,7671070.584584651,gas,total,topvolantis,all
2080-01-01,8254916.551330686,gas,total,topvolantis,all
2100-01-01,8858072.59984254,gas,total,topvolantis,all
2120-01-01,9485443.418286944,gas,total,topvolantis,all
2140-01-01,10140277.575400732,gas,total,topvolantis,all
2160-01-01,10824200.842359433,gas,total,topvolantis,all
2180-01-01,11537510.003442328,gas,total,topvolantis,all
2200-01-01,12279576.55307586,gas,total,topvolantis,all
2020-01-01,6817007.790324421,total,contained,topvolantis,all
2040-01-01,7393443.101703365,total,contained,topvolantis,all
2060-01-01,7965713.3292301865,total,contained,topvolantis,all
2080-01-01,8536452.140281824,total,contained,topvolantis,all
2100-01-01,9107665.425116291,total,contained,topvolantis,all
2120-01-01,9680900.10027948,total,contained,topvolantis,all
2140-01-01,10257458.573764492,total,contained,topvolantis,all
2160-01-01,10838487.224683454,total,contained,topvolantis,all
2180-01-01,11424892.480252543,total,contained,topvolantis,all
2200-01-01,12017163.440957986,total,contained,topvolantis,all
2020-01-01,292406.0388214214,aqueous,contained,topvolantis,all
2040-01-01,317131.4273234475,aqueous,contained,topvolantis,all
2060-01-01,341678.1603643067,aqueous,contained,topvolantis,all
2080-01-01,366159.2054319279,aqueous,contained,topvolantis,all
2100-01-01,390660.6023905296,aqueous,contained,topvolantis,all
2120-01-01,415248.70406725886,aqueous,contained,topvolantis,all
2140-01-01,439979.3754360024,aqueous,contained,topvolantis,all
2160-01-01,464901.78882947203,aqueous,contained,topvolantis,all
2180-01-01,490054.82417855744,aqueous,contained,topvolantis,all
2200-01-01,515459.46076627565,aqueous,contained,topvolantis,all
2020-01-01,6524601.751502999,gas,contained,topvolantis,all
2040-01-01,7076311.674379918,gas,contained,topvolantis,all
2060-01-01,7624035.16886588,gas,contained,topvolantis,all
2080-01-01,8170292.9348498965,gas,contained,topvolantis,all
2100-01-01,8717004.822725762,gas,contained,topvolantis,all
2120-01-01,9265651.396212222,gas,contained,topvolantis,all
2140-01-01,9817479.19832849,gas,contained,topvolantis,all
2160-01-01,10373585.435853982,gas,contained,topvolantis,all
2180-01-01,10934837.656073986,gas,contained,topvolantis,all
2200-01-01,11501703.98019171,gas,contained,topvolantis,all
2020-01-01,0.0032515758186972693,total,hazardous,topvolantis,all
2040-01-01,0.018484232235212478,total,hazardous,topvolantis,all
2060-01-01,0.08616519284080382,total,hazardous,topvolantis,all
2080-01-01,0.34033882270418286,total,hazardous,topvolantis,all
2100-01-01,1.1689283402886224,total,hazardous,topvolantis,all
2120-01-01,3.564271128719654,total,hazardous,topvolantis,all
2140-01-01,9.812094407267649,total,hazardous,topvolantis,all
2160-01-01,24.725237490912434,total,hazardous,topvolantis,all
2180-01-01,57.68330298158767,total,hazardous,topvolantis,all
2200-01-01,125.78000376688136,total,hazardous,topvolantis,all
2020-01-01,0.0003160325714569936,aqueous,hazardous,topvolantis,all
2040-01-01,0.001796550279132926,aqueous,hazardous,topvolantis,all
2060-01-01,0.008374710903858598,aqueous,hazardous,topvolantis,all
2080-01-01,0.03307877758450716,aqueous,hazardous,topvolantis,all
2100-01-01,0.11361242973518464,aqueous,hazardous,topvolantis,all
2120-01-01,0.34642457472527616,aqueous,hazardous,topvolantis,all
2140-01-01,0.9536734186164418,aqueous,hazardous,topvolantis,all
2160-01-01,2.403136454394153,aqueous,hazardous,topvolantis,all
2180-01-01,5.606451636950515,aqueous,hazardous,topvolantis,all
2200-01-01,12.22501957350752,aqueous,hazardous,topvolantis,all
2020-01-01,0.0029355432472402757,gas,hazardous,topvolantis,all
2040-01-01,0.01668768195607955,gas,hazardous,topvolantis,all
2060-01-01,0.07779048193694522,gas,hazardous,topvolantis,all
2080-01-01,0.3072600451196757,gas,hazardous,topvolantis,all
2100-01-01,1.0553159105534378,gas,hazardous,topvolantis,all
2120-01-01,3.2178465539943777,gas,hazardous,topvolantis,all
2140-01-01,8.858420988651208,gas,hazardous,topvolantis,all
2160-01-01,22.32210103651828,gas,hazardous,topvolantis,all
2180-01-01,52.076851344637156,gas,hazardous,topvolantis,all
2200-01-01,113.55498419337384,gas,hazardous,topvolantis,all
2020-01-01,11435.022401414411,total,outside,topvolantis,all
2040-01-01,24710.978058355948,total,outside,topvolantis,all
2060-01-01,48442.434033353995,total,outside,topvolantis,all
2080-01-01,87154.87663467028,total,outside,topvolantis,all
2100-01-01,145286.8346679846,total,outside,topvolantis,all
2120-01-01,226363.94504756382,total,outside,topvolantis,all
2140-01-01,332446.00023415545,total,outside,topvolantis,all
2160-01-01,464072.9019620442,total,outside,topvolantis,all
2180-01-01,620648.091147748,total,outside,topvolantis,all
2200-01-01,801026.240651389,total,outside,topvolantis,all
2020-01-01,332.15043387962925,aqueous,outside,topvolantis,all
2040-01-01,717.7740275049832,aqueous,outside,topvolantis,all
2060-01-01,1407.096105065228,aqueous,outside,topvolantis,all
2080-01-01,2531.5674139257144,aqueous,outside,topvolantis,all
2100-01-01,4220.112867116034,aqueous,outside,topvolantis,all
2120-01-01,6575.140819396464,aqueous,outside,topvolantis,all
2140-01-01,9656.4815829013,aqueous,outside,topvolantis,all
2160-01-01,13479.817557629412,aqueous,outside,topvolantis,all
2180-01-01,18027.820630748345,aqueous,outside,topvolantis,all
2200-01-01,23267.22275143228,aqueous,outside,topvolantis,all
2020-01-01,11102.871967534782,gas,outside,topvolantis,all
2040-01-01,23993.204030850964,gas,outside,topvolantis,all
2060-01-01,47035.33792828877,gas,outside,topvolantis,all
2080-01-01,84623.30922074456,gas,outside,topvolantis,all
2100-01-01,141066.72180086857,gas,outside,topvolantis,all
2120-01-01,219788.80422816734,gas,outside,topvolantis,all
2140-01-01,322789.5186512541,gas,outside,topvolantis,all
2160-01-01,450593.08440441475,gas,outside,topvolantis,all
2180-01-01,602620.2705169998,gas,outside,topvolantis,all
2200-01-01,777759.0178999567,gas,outside,topvolantis,all
2020-01-01,200710.82886890598,total,total,topvolon,all
2040-01-01,230020.18261674634,total,total,topvolon,all
2060-01-01,261828.72899163188,total,total,topvolon,all
2080-01-01,296263.79113160283,total,total,topvolon,all
2100-01-01,333472.38099064404,total,total,topvolon,all
2120-01-01,373584.4372178818,total,total,topvolon,all
2140-01-01,416700.5677508984,total,total,topvolon,all
2160-01-01,462907.0039278262,total,total,topvolon,all
2180-01-01,512286.92747715104,total,total,topvolon,all
2200-01-01,564914.9174748717,total,total,topvolon,all
2020-01-01,8609.21099450995,aqueous,total,topvolon,all
2040-01-01,9866.394834315115,aqueous,total,topvolon,all
2060-01-01,11230.778055256855,aqueous,total,topvolon,all
2080-01-01,12707.822005714072,aqueous,total,topvolon,all
2100-01-01,14303.832558357926,aqueous,total,topvolon,all
2120-01-01,16024.383250266486,aqueous,total,topvolon,all
2140-01-01,17873.78951856514,aqueous,total,topvolon,all
2160-01-01,19855.750136202525,aqueous,total,topvolon,all
2180-01-01,21973.833067375992,aqueous,total,topvolon,all
2200-01-01,24231.237277505912,aqueous,total,topvolon,all
2020-01-01,192101.61787439603,gas,total,topvolon,all
2040-01-01,220153.78778243123,gas,total,topvolon,all
2060-01-01,250597.95093637504,gas,total,topvolon,all
2080-01-01,283555.9691258888,gas,total,topvolon,all
2100-01-01,319168.54843228613,gas,total,topvolon,all
2120-01-01,357560.0539676153,gas,total,topvolon,all
2140-01-01,398826.7782323333,gas,total,topvolon,all
2160-01-01,443051.25379162363,gas,total,topvolon,all
2180-01-01,490313.09440977505,gas,total,topvolon,all
2200-01-01,540683.6801973658,gas,total,topvolon,all
2020-01-01,200710.82886890598,total,contained,topvolon,all
2040-01-01,230020.18261674634,total,contained,topvolon,all
2060-01-01,261828.72899163188,total,contained,topvolon,all
2080-01-01,296263.79113160283,total,contained,topvolon,all
2100-01-01,333472.38099064404,total,contained,topvolon,all
2120-01-01,373584.4372178818,total,contained,topvolon,all
2140-01-01,416700.5677508984,total,contained,topvolon,all
2160-01-01,462907.0039278262,total,contained,topvolon,all
2180-01-01,512286.9274771509,total,contained,topvolon,all
2200-01-01,564914.917474871,total,contained,topvolon,all
2020-01-01,8609.21099450995,aqueous,contained,topvolon,all
2040-01-01,9866.394834315115,aqueous,contained,topvolon,all
2060-01-01,11230.778055256855,aqueous,contained,topvolon,all
2080-01-01,12707.822005714072,aqueous,contained,topvolon,all
2100-01-01,14303.832558357926,aqueous,contained,topvolon,all
2120-01-01,16024.383250266486,aqueous,contained,topvolon,all
2140-01-01,17873.78951856514,aqueous,contained,topvolon,all
2160-01-01,19855.750136202525,aqueous,contained,topvolon,all
2180-01-01,21973.83306737599,aqueous,contained,topvolon,all
2200-01-01,24231.237277505894,aqueous,contained,topvolon,all
2020-01-01,192101.61787439603,gas,contained,topvolon,all
2040-01-01,220153.78778243123,gas,contained,topvolon,all
2060-01-01,250597.95093637504,gas,contained,topvolon,all
2080-01-01,283555.9691258888,gas,contained,topvolon,all
2100-01-01,319168.54843228613,gas,contained,topvolon,all
2120-01-01,357560.0539676153,gas,contained,topvolon,all
2140-01-01,398826.7782323333,gas,contained,topvolon,all
2160-01-01,443051.25379162363,gas,contained,topvolon,all
2180-01-01,490313.09440977493,gas,contained,topvolon,all
2200-01-01,540683.6801973651,gas,contained,topvolon,all
2020-01-01,0.0,total,hazardous,topvolon,all
2040-01-01,0.0,total,hazardous,topvolon,all
2060-01-01,0.0,total,hazardous,topvolon,all
2080-01-01,0.0,total,hazardous,topvolon,all
2100-01-01,0.0,total,hazardous,topvolon,all
2120-01-01,0.0,total,hazardous,topvolon,all
2140-01-01,0.0,total,hazardous,topvolon,all
2160-01-01,0.0,total,hazardous,topvolon,all
2180-01-01,0.0,total,hazardous,topvolon,all
2200-01-01,0.0,total,hazardous,topvolon,all
2020-01-01,0.0,aqueous,hazardous,topvolon,all
2040-01-01,0.0,aqueous,hazardous,topvolon,all
2060-01-01,0.0,aqueous,hazardous,topvolon,all
2080-01-01,0.0,aqueous,hazardous,topvolon,all
2100-01-01,0.0,aqueous,hazardous,topvolon,all
2120-01-01,0.0,aqueous,hazardous,topvolon,all
2140-01-01,0.0,aqueous,hazardous,topvolon,all
2160-01-01,0.0,aqueous,hazardous,topvolon,all
2180-01-01,0.0,aqueous,hazardous,topvolon,all
2200-01-01,0.0,aqueous,hazardous,topvolon,all
2020-01-01,0.0,gas,hazardous,topvolon,all
2040-01-01,0.0,gas,hazardous,topvolon,all
2060-01-01,0.0,gas,hazardous,topvolon,all
2080-01-01,0.0,gas,hazardous,topvolon,all
2100-01-01,0.0,gas,hazardous,topvolon,all
2120-01-01,0.0,gas,hazardous,topvolon,all
2140-01-01,0.0,gas,hazardous,topvolon,all
2160-01-01,0.0,gas,hazardous,topvolon,all
2180-01-01,0.0,gas,hazardous,topvolon,all
2200-01-01,0.0,gas,hazardous,topvolon,all
2020-01-01,0.0,total,outside,topvolon,all
2040-01-01,0.0,total,outside,topvolon,all
2060-01-01,0.0,total,outside,topvolon,all
2080-01-01,0.0,total,outside,topvolon,all
2100-01-01,0.0,total,outside,topvolon,all
2120-01-01,0.0,total,outside,topvolon,all
2140-01-01,0.0,total,outside,topvolon,all
2160-01-01,1.1098299665496888e-11,total,outside,topvolon,all
2180-01-01,1.0612716599933084e-10,total,outside,topvolon,all
2200-01-01,6.635320981770202e-10,total,outside,topvolon,all
2020-01-01,0.0,aqueous,outside,topvolon,all
2040-01-01,0.0,aqueous,outside,topvolon,all
2060-01-01,0.0,aqueous,outside,topvolon,all
2080-01-01,0.0,aqueous,outside,topvolon,all
2100-01-01,0.0,aqueous,outside,topvolon,all
2120-01-01,0.0,aqueous,outside,topvolon,all
2140-01-01,0.0,aqueous,outside,topvolon,all
2160-01-01,3.2236972695086035e-13,aqueous,outside,topvolon,all
2180-01-01,3.082651086781696e-12,aqueous,outside,topvolon,all
2200-01-01,1.9273462400501937e-11,aqueous,outside,topvolon,all
2020-01-01,0.0,gas,outside,topvolon,all
2040-01-01,0.0,gas,outside,topvolon,all
2060-01-01,0.0,gas,outside,topvolon,all
2080-01-01,0.0,gas,outside,topvolon,all
2100-01-01,0.0,gas,outside,topvolon,all
2120-01-01,0.0,gas,outside,topvolon,all
2140-01-01,0.0,gas,outside,topvolon,all
2160-01-01,1.0775929938546027e-11,gas,outside,topvolon,all
2180-01-01,1.0304451491254915e-10,gas,outside,topvolon,all
2200-01-01,6.442586357765183e-10,gas,outside,topvolon,all
