ENSEMBLE,REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL,INTERPOLATE_RELPERM:INTERPOLATE_GO,INTERPOLATE_RELPERM:INTERPOLATE_WO,LOG10_MULTFLT:MULTFLT_F1,LOG10_MULTFLT:MULTFLT_F2,LOG10_MULTFLT:MULTFLT_F3,LOG10_MULTFLT:MULTFLT_F4,LOG10_MULTFLT:MULTFLT_F5,LOG10_MULTZ:MULTZ_MIDREEK,MULTFLT:MULTFLT_F1,MULTFLT:MULTFLT_F2,MULTFLT:MULTFLT_F3,MULTFLT:MULTFLT_F4,MULTFLT:MULTFLT_F5,MULTZ:MULTZ_MIDREEK,RMSGLOBPARAMS:COHIBA_MODEL_MODE,RMSGLOBPARAMS:FWL,INTERPOLATE_GO,INTERPOLATE_WO,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,COHIBA_MODEL_MODE,FWL
iter-0,2,LowerReek,1,126593317.04,23764137.63,18945071.98,11915139.41,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,2,LowerReek,2,0.0,0.0,0.0,0.0,0.745325,0.652839,-0.921186,-2.3249,-1.89277,-2.7666,-0.669218,-0.527615,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84,0.745325,0.652839,0.119899,0.00473258,0.0128005,0.00171159,0.214182,0.296746,1,1702.84
iter-0,5,UpperReek,1,281033801.23,39921401.12,27684363.88,17411549.31,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,UpperReek,2,0.0,0.0,0.0,0.0,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,MidReek,1,220007183.07,36753658.82,27730003.09,17440253.23,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,MidReek,2,0.0,0.0,0.0,0.0,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,LowerReek,1,142525941.29,25894082.24,19505321.55,12267497.62,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,5,LowerReek,2,0.0,0.0,0.0,0.0,-0.239558,-0.549917,-1.45374,-4.43951,-1.99547,-3.42652,-4.38718,-0.583385,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96,-0.239558,-0.549917,0.0351775,3.6349e-05,0.0101048,0.000374524,4.10038e-05,0.260985,1,1707.96
iter-0,0,UpperReek,1,286587561.24,39923115.51,27123075.42,17058537.72,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,0,UpperReek,2,0.0,0.0,0.0,0.0,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,0,MidReek,1,229573821.18,43475091.9,34639605.03,21785914.74,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,0,MidReek,2,0.0,0.0,0.0,0.0,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,0,LowerReek,1,115122641.28,24063614.22,19709693.93,12396033.71,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,0,LowerReek,2,0.0,0.0,0.0,0.0,0.842532,-0.0558888,-0.0281363,-0.380878,-0.00315345,-3.50737,-2.52688,-3.89672,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13,0.842532,-0.0558888,0.937268,0.416028,0.992765,0.000310908,0.00297247,0.000126847,1,1706.13
iter-0,9,UpperReek,1,278228517.19,40283709.48,28588171.07,17979981.5,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,9,UpperReek,2,0.0,0.0,0.0,0.0,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,9,MidReek,1,256221594.16,47407443.82,37185152.34,23386887.88,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,9,MidReek,2,0.0,0.0,0.0,0.0,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,9,LowerReek,1,142728992.85,28627786.25,23275658.78,14638778.86,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,9,LowerReek,2,0.0,0.0,0.0,0.0,-0.309242,-0.633242,-0.369589,-2.30875,-1.45748,-2.01434,-1.96,-0.392913,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88,-0.309242,-0.633242,0.426984,0.00491196,0.0348753,0.00967516,0.0109647,0.404657,1,1709.88
iter-0,4,UpperReek,1,320827451.69,48848309.41,35123671.46,22090359.04,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,UpperReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,MidReek,1,244246025.96,42216554.85,32619645.82,20515500.17,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,MidReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,LowerReek,1,139822932.28,26736676.79,21602209.68,13586295.17,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,4,LowerReek,2,0.0,0.0,0.0,0.0,0.588676,-0.0409747,-1.78301,-2.62143,-1.90978,-1.5776,-1.13189,-9.64548,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85,0.588676,-0.0409747,0.0164811,0.00239094,0.012309,0.0264486,0.0738097,2.26214e-10,1,1714.85
iter-0,7,UpperReek,1,344716495.53,51049860.47,37010112.54,23276799.95,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,UpperReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,MidReek,1,217625963.02,36433261.34,27271012.61,17151579.97,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,MidReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,LowerReek,1,133069574.78,24173544.11,19047914.21,11979820.06,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,7,LowerReek,2,0.0,0.0,0.0,0.0,-0.68878,-0.922789,-0.13485,-2.28283,-1.80368,-2.40299,-3.09993,-9.11961,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84,-0.68878,-0.922789,0.733078,0.00521396,0.0157151,0.00395379,0.00079445,7.59263e-10,1,1709.84
iter-0,1,UpperReek,1,279642535.31,42439714.71,30154942.66,18965372.42,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,UpperReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,MidReek,1,236873565.13,38658970.82,27995343.97,17607134.28,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,MidReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,LowerReek,1,127504285.88,21212599.98,15298964.52,9621990.1,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,1,LowerReek,2,0.0,0.0,0.0,0.0,0.478716,-0.0439124,-1.86374,-3.31795,-0.897679,-0.387685,-3.06589,-5.64196,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8,0.478716,-0.0439124,0.0136856,0.0004809,0.126567,0.409557,0.000859223,2.28058e-06,1,1704.8
iter-0,8,UpperReek,1,305482986.14,48516231.85,34964407.82,21990193.23,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,UpperReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,MidReek,1,268873609.16,48597907.18,38082879.44,23951496.11,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,MidReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,LowerReek,1,132011157.64,27896947.17,23061685.04,14504204.19,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,8,LowerReek,2,0.0,0.0,0.0,0.0,-0.871574,-0.967636,-1.44246,-0.900512,-0.0619956,-4.3001,-3.57966,-3.36088,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18,-0.871574,-0.967636,0.0361029,0.125744,0.866971,5.01075e-05,0.000263233,0.00043563,1,1707.18
iter-0,6,UpperReek,1,316559712.85,50318670.79,37705175.87,23713946.69,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,UpperReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,MidReek,1,225276353.62,40458558.8,32206352.54,20255567.3,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,MidReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,LowerReek,1,151461409.01,27618294.04,21717685.41,13658921.41,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-0,6,LowerReek,2,0.0,0.0,0.0,0.0,-0.977712,-0.320676,-1.53861,-1.83894,-0.174555,-3.18943,-2.5808,-8.97556,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51,-0.977712,-0.320676,0.0289326,0.0144896,0.669029,0.000646499,0.00262542,1.05788e-09,1,1712.51
iter-1,6,UpperReek,1,287506970.16,46703975.87,35776246.74,22500783.74,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,UpperReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,MidReek,1,226613018.7,40173331.48,31453165.31,19781864.64,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,MidReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,LowerReek,1,147430332.41,27407243.67,21204623.64,13336241.06,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,6,LowerReek,2,0.0,0.0,0.0,0.0,-0.979539,-0.31451,-1.4569,-3.08024,-0.11764,-1.36473,-2.89809,-9.64532,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78,-0.979539,-0.31451,0.0349221,0.000831303,0.76271,0.0431791,0.00126446,2.26299e-10,1,1706.78
iter-1,4,UpperReek,1,280104143.26,40118348.34,28726018.28,18066677.86,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,UpperReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,MidReek,1,229296417.64,37312976.7,27854293.47,17518423.28,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,MidReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,LowerReek,1,131622254.05,26283080.41,21615064.09,13594379.71,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
iter-1,4,LowerReek,2,0.0,0.0,0.0,0.0,-0.679879,-0.622526,-0.494239,-2.65539,-0.0751166,-1.8029,-3.53517,-7.64117,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78,-0.679879,-0.622526,0.320451,0.00221108,0.841169,0.0157433,0.000291628,2.28472e-08,1,1703.78
